# Delay[ns]	Correlation 	
-150	1.00003
-149.995	0.999968
-149.99	0.999862
-149.985	0.999769
-149.98	0.99968
-149.975	0.99966
-149.97	0.999703
-149.965	0.999775
-149.96	0.999821
-149.955	0.999907
-149.95	0.999886
-149.945	0.999796
-149.94	0.999732
-149.935	0.999674
-149.93	0.9996
-149.925	0.999652
-149.92	0.999757
-149.915	0.999892
-149.91	1.00002
-149.905	1.00009
-149.9	1.00013
-149.895	1.00009
-149.89	1.00008
-149.885	1.00012
-149.88	1.00015
-149.875	1.00023
-149.87	1.00026
-149.865	1.00031
-149.86	1.00031
-149.855	1.00029
-149.85	1.00022
-149.845	1.00013
-149.84	0.999999
-149.835	0.999892
-149.83	0.999897
-149.825	0.999908
-149.82	0.999915
-149.815	0.999926
-149.81	0.999946
-149.805	0.999986
-149.8	1.00001
-149.795	1.00001
-149.79	1.00004
-149.785	1.00004
-149.78	1.00004
-149.775	1.00007
-149.77	1.00002
-149.765	0.999939
-149.76	0.999878
-149.755	0.999778
-149.75	0.99975
-149.745	0.999669
-149.74	0.999585
-149.735	0.999559
-149.73	0.999539
-149.725	0.999607
-149.72	0.999616
-149.715	0.999631
-149.71	0.999707
-149.705	0.99979
-149.7	0.999914
-149.695	1.00008
-149.69	1.00024
-149.685	1.00042
-149.68	1.00049
-149.675	1.0004
-149.67	1.00026
-149.665	1.00019
-149.66	1.0002
-149.655	1.00023
-149.65	1.00024
-149.645	1.00014
-149.64	1.00003
-149.635	0.999935
-149.63	0.999783
-149.625	0.999785
-149.62	0.999773
-149.615	0.999792
-149.61	0.999823
-149.605	0.999852
-149.6	0.999939
-149.595	1.00001
-149.59	0.999934
-149.585	0.999896
-149.58	0.999891
-149.575	0.999924
-149.57	0.999973
-149.565	1.00001
-149.56	1.00003
-149.555	1.00007
-149.55	0.999945
-149.545	0.99986
-149.54	0.999813
-149.535	0.999747
-149.53	0.999716
-149.525	0.99977
-149.52	0.999806
-149.515	0.999901
-149.51	0.999962
-149.505	1.00009
-149.5	1.00024
-149.495	1.00034
-149.49	1.00039
-149.485	1.00039
-149.48	1.00033
-149.475	1.00019
-149.47	1.00014
-149.465	1.00012
-149.46	1.0001
-149.455	1.00007
-149.45	1.00004
-149.445	0.999978
-149.44	0.99987
-149.435	0.999787
-149.43	0.999723
-149.425	0.99964
-149.42	0.999516
-149.415	0.999385
-149.41	0.999366
-149.405	0.999349
-149.4	0.999199
-149.395	0.999164
-149.39	0.999165
-149.385	0.999073
-149.38	0.998991
-149.375	0.998939
-149.37	0.999093
-149.365	0.999316
-149.36	0.999558
-149.355	0.999781
-149.35	0.999971
-149.345	1.0001
-149.34	1.00016
-149.335	1.00029
-149.33	1.00046
-149.325	1.00057
-149.32	1.00064
-149.315	1.00069
-149.31	1.00068
-149.305	1.00065
-149.3	1.00054
-149.295	1.00038
-149.29	1.0003
-149.285	1.00025
-149.28	1.0002
-149.275	1.00018
-149.27	1.00013
-149.265	1.00005
-149.26	1.00003
-149.255	1.00008
-149.25	1.00018
-149.245	1.00022
-149.24	1.00028
-149.235	1.00041
-149.23	1.00051
-149.225	1.00049
-149.22	1.00044
-149.215	1.00032
-149.21	1.00014
-149.205	1.00004
-149.2	0.999952
-149.195	0.999895
-149.19	0.99982
-149.185	0.999735
-149.18	0.999714
-149.175	0.999774
-149.17	0.999773
-149.165	0.999732
-149.16	0.999743
-149.155	0.999668
-149.15	0.999711
-149.145	0.999856
-149.14	0.999965
-149.135	0.999961
-149.13	0.999932
-149.125	1.00001
-149.12	1.00009
-149.115	1.00022
-149.11	1.00038
-149.105	1.00056
-149.1	1.00067
-149.095	1.00069
-149.09	1.00074
-149.085	1.00085
-149.08	1.00094
-149.075	1.00089
-149.07	1.0008
-149.065	1.00065
-149.06	1.00046
-149.055	1.00031
-149.05	1.00018
-149.045	1.00003
-149.04	0.999955
-149.035	0.999933
-149.03	0.999892
-149.025	0.999875
-149.02	0.999932
-149.015	1.00009
-149.01	1.00025
-149.005	1.00033
-149	1.00027
-148.995	1.00024
-148.99	1.00023
-148.985	1.00018
-148.98	1.0002
-148.975	1.00014
-148.97	1.00011
-148.965	1.00011
-148.96	1.00017
-148.955	1.00019
-148.95	1.00019
-148.945	1.00013
-148.94	1.00003
-148.935	0.999923
-148.93	0.999887
-148.925	0.999845
-148.92	0.999844
-148.915	0.999858
-148.91	0.999913
-148.905	1.00002
-148.9	1.00014
-148.895	1.00021
-148.89	1.00026
-148.885	1.00031
-148.88	1.0004
-148.875	1.00051
-148.87	1.00055
-148.865	1.00069
-148.86	1.00087
-148.855	1.00102
-148.85	1.00108
-148.845	1.00102
-148.84	1.00087
-148.835	1.00074
-148.83	1.00058
-148.825	1.00044
-148.82	1.00032
-148.815	1.00018
-148.81	1.00015
-148.805	1.00012
-148.8	1.0001
-148.795	1.00006
-148.79	1.00001
-148.785	1
-148.78	0.999946
-148.775	0.999938
-148.77	0.999989
-148.765	1.00008
-148.76	1.00024
-148.755	1.00029
-148.75	1.00031
-148.745	1.00036
-148.74	1.00037
-148.735	1.00032
-148.73	1.00028
-148.725	1.00031
-148.72	1.00036
-148.715	1.00041
-148.71	1.00048
-148.705	1.0005
-148.7	1.0006
-148.695	1.00061
-148.69	1.00068
-148.685	1.00064
-148.68	1.0005
-148.675	1.0004
-148.67	1.00035
-148.665	1.00032
-148.66	1.00025
-148.655	1.00022
-148.65	1.00023
-148.645	1.00021
-148.64	1.00017
-148.635	1.0001
-148.63	0.99996
-148.625	0.999888
-148.62	0.999833
-148.615	0.999745
-148.61	0.999713
-148.605	0.999723
-148.6	0.99981
-148.595	0.999865
-148.59	0.999854
-148.585	0.999825
-148.58	0.999822
-148.575	0.999805
-148.57	0.999813
-148.565	0.999827
-148.56	0.99983
-148.555	0.999784
-148.55	0.99975
-148.545	0.999808
-148.54	0.999937
-148.535	1
-148.53	0.999992
-148.525	0.999978
-148.52	1.00003
-148.515	1.00007
-148.51	1.00004
-148.505	1
-148.5	0.999977
-148.495	0.999963
-148.49	0.999899
