# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.00199454
-4.99633	 0.00253567
-4.993	 0.00306005
-4.98967	 0.00214826
-4.98633	 0.0024339
-4.983	 0.00216095
-4.97967	 0.00186958
-4.97633	 0.00256858
-4.973	 0.00181077
-4.96967	 0.00206281
-4.96634	 0.00263857
-4.963	 0.00250923
-4.95967	 0.0020462
-4.95634	 0.00265707
-4.953	 0.00233773
-4.94967	 0.00194823
-4.94634	 0.00309235
-4.943	 0.00277321
-4.93967	 0.00144815
-4.93634	 0.00259552
-4.933	 0.00376079
-4.92967	 0.00319391
-4.92634	 0.00251216
-4.92301	 0.00323359
-4.91967	 0.00239041
-4.91634	 0.0036918
-4.91301	 0.00269783
-4.90967	 0.00285385
-4.90634	 0.00296958
-4.90301	 0.00334387
-4.89967	 0.00249453
-4.89634	 0.00255989
-4.89301	 0.00263938
-4.88967	 0.00400116
-4.88634	 0.0027179
-4.88301	 0.00349191
-4.87967	 0.00429078
-4.87634	 0.00330633
-4.87301	 0.00302933
-4.86968	 0.00222925
-4.86634	 0.00322636
-4.86301	 0.00421273
-4.85968	 0.00292902
-4.85634	 0.00369366
-4.85301	 0.00275142
-4.84968	 0.00395953
-4.84634	 0.00337133
-4.84301	 0.0039552
-4.83968	 0.00299314
-4.83634	 0.00356106
-4.83301	 0.00388765
-4.82968	 0.00429405
-4.82634	 0.00372869
-4.82301	 0.00329103
-4.81968	 0.00307718
-4.81635	 0.00391786
-4.81301	 0.00312197
-4.80968	 0.00308274
-4.80635	 0.0028992
-4.80301	 0.00271632
-4.79968	 0.00303016
-4.79635	 0.00339409
-4.79301	 0.00228111
-4.78968	 0.00227467
-4.78635	 0.00231565
-4.78301	 0.00412084
-4.77968	 0.00384722
-4.77635	 0.00348422
-4.77302	 0.00174411
-4.76968	 0.00307199
-4.76635	 0.00206997
-4.76302	 0.00322591
-4.75968	 0.00376812
-4.75635	 0.00295148
-4.75302	 0.00344511
-4.74968	 0.0043878
-4.74635	 0.00276829
-4.74302	 0.00228675
-4.73968	 0.0024719
-4.73635	 0.00404752
-4.73302	 0.00229664
-4.72968	 0.00357863
-4.72635	 0.00318728
-4.72302	 0.0019762
-4.71969	 0.00227304
-4.71635	 0.00271788
-4.71302	 0.00271537
-4.70969	 0.00217871
-4.70635	 0.00284385
-4.70302	 0.00245065
-4.69969	 0.00222011
-4.69635	 0.0020792
-4.69302	 0.00260178
-4.68969	 0.00154074
-4.68635	 0.00190538
-4.68302	 0.00211314
-4.67969	 0.00224412
-4.67635	 0.00222028
-4.67302	 0.00286099
-4.66969	 0.00242023
-4.66636	 0.00220762
-4.66302	 0.00237848
-4.65969	 0.00225543
-4.65636	 0.00168439
-4.65302	 0.00276129
-4.64969	 0.00275542
-4.64636	 0.00190132
