# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.227287
-4.99633	 0.481426
-4.993	 1.01675
-4.98967	 0.717942
-4.98633	 1.19014
-4.983	 0.919595
-4.97967	 1.33681
-4.97633	 1.006
-4.973	 0.660064
-4.96967	 0.702292
-4.96634	 0.132844
-4.963	 0.60826
-4.95967	 0.655694
-4.95634	 0.372794
-4.953	 0.326974
-4.94967	 1.10186
-4.94634	 0.16388
-4.943	 0.820364
-4.93967	 1.18634
-4.93634	 1.2778
-4.933	 0.766916
-4.92967	 0.642353
-4.92634	 1.19338
-4.92301	 0.533556
-4.91967	 0.335417
-4.91634	 0.580096
-4.91301	 0.620877
-4.90967	 0.435367
-4.90634	 0.581001
-4.90301	 0.412143
-4.89967	 0.911532
-4.89634	 0.803561
-4.89301	 0.192066
-4.88967	 0.948159
-4.88634	 0.753351
-4.88301	 0.260287
-4.87967	 0.660691
-4.87634	 0.464457
-4.87301	 0.358075
-4.86968	 0.493696
-4.86634	 0.283555
-4.86301	 0.536961
-4.85968	 0.763498
-4.85634	 1.03791
-4.85301	 0.778522
-4.84968	 0.0776567
-4.84634	 0.261413
-4.84301	 0.973758
-4.83968	 0.373258
-4.83634	 0.221129
-4.83301	 0.458402
-4.82968	 0.68575
-4.82634	 1.1079
-4.82301	 0.77785
-4.81968	 0.938535
-4.81635	 0.670771
-4.81301	 0.644431
-4.80968	 0.523077
-4.80635	 0.295964
-4.80301	 0.990703
-4.79968	 0.349781
-4.79635	 0.527022
-4.79301	 0.731949
-4.78968	 0.952815
-4.78635	 0.336481
-4.78301	 0.511627
-4.77968	 0.305251
-4.77635	 0.431473
-4.77302	 0.489462
-4.76968	 0.247612
-4.76635	 0.527402
-4.76302	 0.765867
-4.75968	 0.396025
-4.75635	 0.222591
-4.75302	 0.725464
-4.74968	 0.305978
-4.74635	 0.610361
-4.74302	 0.600001
-4.73968	 1.30313
-4.73635	 0.915011
-4.73302	 0.525789
-4.72968	 0.258129
-4.72635	 0.711947
-4.72302	 0.0917511
-4.71969	 0.57606
-4.71635	 0.445563
-4.71302	 0.556582
-4.70969	 0.514422
-4.70635	 0.706605
-4.70302	 0.650474
-4.69969	 0.884366
-4.69635	 0.575185
-4.69302	 0.336124
-4.68969	 0.306309
-4.68635	 0.716267
-4.68302	 0.545672
-4.67969	 0.920522
-4.67635	 0.637545
-4.67302	 0.900068
-4.66969	 0.255088
-4.66636	 0.461107
-4.66302	 0.514212
-4.65969	 1.04254
-4.65636	 0.348365
-4.65302	 1.11648
-4.64969	 0.585924
-4.64636	 0.641007
-4.64302	 0.535949
-4.63969	 0.41215
-4.63636	 0.778401
-4.63302	 0.469858
-4.62969	 0.554851
-4.62636	 1.07614
-4.62303	 0.655357
-4.61969	 0.952632
-4.61636	 0.81981
-4.61303	 0.760823
-4.60969	 1.12167
-4.60636	 0.0904903
-4.60303	 0.529524
-4.59969	 0.563712
-4.59636	 0.12345
-4.59303	 0.350071
-4.58969	 0.544739
-4.58636	 0.939836
-4.58303	 0.33644
-4.57969	 0.457661
-4.57636	 1.15841
-4.57303	 0.952868
-4.5697	 1.5334
-4.56636	 0.652403
-4.56303	 1.31993
-4.5597	 0.81857
-4.55636	 0.75788
-4.55303	 1.09388
-4.5497	 0.239171
-4.54636	 0.647508
