# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.588172
-4.99633	 0.557569
-4.993	 0.623803
-4.98967	 0.604043
-4.98633	 0.483715
-4.983	 0.494873
-4.97967	 0.614473
-4.97633	 0.498382
-4.973	 0.560878
-4.96967	 0.554551
-4.96634	 0.57792
-4.963	 0.514806
-4.95967	 0.639371
-4.95634	 0.624426
-4.953	 0.584712
-4.94967	 0.494367
-4.94634	 0.574238
-4.943	 0.594989
-4.93967	 0.645775
-4.93634	 0.516751
-4.933	 0.605154
-4.92967	 0.513296
-4.92634	 0.61867
-4.92301	 0.593216
-4.91967	 0.471769
-4.91634	 0.505304
-4.91301	 0.48279
-4.90967	 0.568192
-4.90634	 0.524856
-4.90301	 0.589467
-4.89967	 0.552329
-4.89634	 0.54412
-4.89301	 0.649958
-4.88967	 0.583345
-4.88634	 0.492703
-4.88301	 0.49335
-4.87967	 0.589749
-4.87634	 0.621045
-4.87301	 0.485224
-4.86968	 0.519835
-4.86634	 0.609078
-4.86301	 0.436212
-4.85968	 0.529767
-4.85634	 0.488711
-4.85301	 0.547613
-4.84968	 0.559249
-4.84634	 0.46827
-4.84301	 0.607466
-4.83968	 0.528953
-4.83634	 0.574595
-4.83301	 0.432913
-4.82968	 0.484896
-4.82634	 0.483228
-4.82301	 0.525927
-4.81968	 0.540876
-4.81635	 0.519077
-4.81301	 0.634531
-4.80968	 0.651203
-4.80635	 0.637365
-4.80301	 0.623145
-4.79968	 0.465328
-4.79635	 0.631101
-4.79301	 0.651853
-4.78968	 0.549846
-4.78635	 0.59402
-4.78301	 0.472567
-4.77968	 0.450935
-4.77635	 0.636419
-4.77302	 0.555706
-4.76968	 0.688895
-4.76635	 0.645893
-4.76302	 0.536128
-4.75968	 0.537063
-4.75635	 0.435438
-4.75302	 0.597922
-4.74968	 0.582225
-4.74635	 0.618244
-4.74302	 0.568415
-4.73968	 0.726625
-4.73635	 0.648373
-4.73302	 0.432214
-4.72968	 0.510804
-4.72635	 0.51393
-4.72302	 0.619286
-4.71969	 0.561228
-4.71635	 0.593571
-4.71302	 0.557849
-4.70969	 0.619315
-4.70635	 0.578094
-4.70302	 0.448301
-4.69969	 0.519847
-4.69635	 0.595476
-4.69302	 0.51689
-4.68969	 0.524151
-4.68635	 0.453292
-4.68302	 0.614042
-4.67969	 0.5248
-4.67635	 0.615264
-4.67302	 0.523257
-4.66969	 0.573849
-4.66636	 0.5261
-4.66302	 0.557286
-4.65969	 0.591961
-4.65636	 0.440107
