# Delay[ns]	Correlation 	
-150	1.00815
-149.995	1.00618
-149.99	1.00492
-149.985	1.00479
-149.98	1.00449
-149.975	1.00389
-149.97	1.00248
-149.965	1.0008
-149.96	0.999157
-149.955	0.997917
-149.95	0.997208
-149.945	0.998982
-149.94	1.00231
-149.935	1.00529
-149.93	1.00858
-149.925	1.00921
-149.92	1.00902
-149.915	1.00768
-149.91	1.00484
-149.905	1.00227
-149.9	1.00195
-149.895	1.00256
-149.89	1.00307
-149.885	1.0053
-149.88	1.0077
-149.875	1.00703
-149.87	1.00579
-149.865	1.00423
-149.86	1.00291
-149.855	1.0011
-149.85	1.00278
-149.845	1.00417
-149.84	1.0059
-149.835	1.00597
-149.83	1.00484
-149.825	1.0033
-149.82	1.00097
-149.815	0.996209
-149.81	0.99309
-149.805	0.990008
-149.8	0.990163
-149.795	0.992947
-149.79	0.993498
-149.785	0.995418
-149.78	0.998831
-149.775	1.00008
-149.77	1.00054
-149.765	1.00222
-149.76	1.00328
-149.755	1.0039
-149.75	1.00645
-149.745	1.00789
-149.74	1.00873
-149.735	1.0103
-149.73	1.01118
-149.725	1.01301
-149.72	1.0126
-149.715	1.00893
-149.71	1.00531
-149.705	1.00059
-149.7	0.997569
-149.695	0.998038
-149.69	1.00021
-149.685	1.00216
-149.68	1.00346
-149.675	1.00095
-149.67	0.999502
-149.665	0.997987
-149.66	0.997277
-149.655	0.99713
-149.65	0.999174
-149.645	1.00108
-149.64	1.00326
-149.635	1.00486
-149.63	1.00516
-149.625	1.00504
-149.62	1.00641
-149.615	1.00631
-149.61	1.00805
-149.605	1.00825
-149.6	1.00713
-149.595	1.00833
-149.59	1.00887
-149.585	1.00931
-149.58	1.0106
-149.575	1.01006
-149.57	1.0079
-149.565	1.0045
-149.56	1.0034
-149.555	1.00294
-149.55	1.00194
-149.545	0.999746
-149.54	0.998121
-149.535	0.997391
-149.53	0.996477
-149.525	0.996673
-149.52	0.997458
-149.515	0.998244
-149.51	0.997959
-149.505	0.997949
-149.5	0.999799
-149.495	1.0031
-149.49	1.00576
-149.485	1.00534
-149.48	1.00522
-149.475	1.0052
-149.47	1.00495
-149.465	1.00437
-149.46	1.0043
-149.455	1.00597
-149.45	1.00844
-149.445	1.00769
-149.44	1.00486
-149.435	1.0041
-149.43	1.00457
-149.425	1.00642
-149.42	1.01083
-149.415	1.01493
-149.41	1.0171
-149.405	1.01832
-149.4	1.01768
-149.395	1.01589
-149.39	1.01328
-149.385	1.00901
-149.38	1.00522
-149.375	1.00538
-149.37	1.00506
-149.365	1.00368
-149.36	1.00181
-149.355	1.00051
-149.35	0.998055
-149.345	0.997507
-149.34	0.994841
-149.335	0.991585
-149.33	0.987525
-149.325	0.985731
-149.32	0.985125
-149.315	0.984111
-149.31	0.984174
-149.305	0.985689
-149.3	0.987002
-149.295	0.988519
-149.29	0.988933
-149.285	0.989238
-149.28	0.988691
-149.275	0.991182
-149.27	0.995869
-149.265	1.00053
-149.26	1.0065
-149.255	1.01117
-149.25	1.01369
-149.245	1.01217
-149.24	1.00924
-149.235	1.00816
-149.23	1.00719
-149.225	1.00847
-149.22	1.00933
-149.215	1.00947
-149.21	1.0105
-149.205	1.01213
-149.2	1.01313
-149.195	1.01313
-149.19	1.01281
-149.185	1.01232
-149.18	1.01057
-149.175	1.01085
-149.17	1.0125
-149.165	1.01371
-149.16	1.01276
-149.155	1.0133
-149.15	1.01178
-149.145	1.00883
-149.14	1.00645
-149.135	1.00096
-149.13	0.995677
-149.125	0.990913
-149.12	0.985343
-149.115	0.982178
-149.11	0.981478
-149.105	0.985089
-149.1	0.988164
-149.095	0.990527
-149.09	0.992453
-149.085	0.994466
-149.08	0.995023
-149.075	0.995201
-149.07	0.995333
-149.065	0.996069
-149.06	0.994698
-149.055	0.993836
-149.05	0.993823
-149.045	0.992487
-149.04	0.989075
-149.035	0.987519
-149.03	0.986621
-149.025	0.983925
-149.02	0.982479
-149.015	0.979657
-149.01	0.977611
-149.005	0.976729
-149	0.978299
-148.995	0.981042
-148.99	0.981882
-148.985	0.981021
-148.98	0.98217
-148.975	0.983677
-148.97	0.987051
-148.965	0.989942
-148.96	0.992407
-148.955	0.995948
-148.95	1.00112
-148.945	1.0041
-148.94	1.00605
-148.935	1.00919
-148.93	1.01183
-148.925	1.01297
-148.92	1.01431
-148.915	1.01266
-148.91	1.01125
-148.905	1.01036
-148.9	1.01163
-148.895	1.01271
-148.89	1.01298
-148.885	1.01184
-148.88	1.01202
-148.875	1.01088
-148.87	1.01077
-148.865	1.01109
-148.86	1.01056
-148.855	1.01049
-148.85	1.01165
-148.845	1.01301
-148.84	1.01334
-148.835	1.01335
-148.83	1.01252
-148.825	1.01167
-148.82	1.01189
-148.815	1.01093
-148.81	1.0108
-148.805	1.01105
-148.8	1.01086
-148.795	1.01145
-148.79	1.01133
-148.785	1.00912
-148.78	1.00624
-148.775	1.00417
-148.77	1.00416
-148.765	1.0034
-148.76	1.0037
-148.755	1.00473
-148.75	1.00561
-148.745	1.0048
-148.74	1.00373
-148.735	0.99886
-148.73	0.996348
-148.725	0.996145
-148.72	0.994807
-148.715	0.991365
-148.71	0.990205
-148.705	0.9898
-148.7	0.988124
-148.695	0.988932
-148.69	0.992137
-148.685	0.994345
-148.68	0.996724
-148.675	0.998176
-148.67	0.998117
-148.665	0.998627
-148.66	0.998244
-148.655	0.997851
-148.65	0.998224
-148.645	0.997853
-148.64	0.998181
-148.635	0.999476
-148.63	1.00134
-148.625	1.00202
-148.62	1.00103
-148.615	1.00095
-148.61	1.0005
-148.605	1.00261
-148.6	1.00351
-148.595	1.00532
-148.59	1.00768
-148.585	1.00915
-148.58	1.00916
-148.575	1.01018
-148.57	1.01183
-148.565	1.01319
-148.56	1.01405
-148.555	1.01471
-148.55	1.01382
-148.545	1.01135
-148.54	1.00904
-148.535	1.00697
-148.53	1.00602
-148.525	1.00755
-148.52	1.00985
-148.515	1.01024
-148.51	1.00813
-148.505	1.00661
-148.5	1.00683
-148.495	1.0088
-148.49	1.01015
-148.485	1.01074
-148.48	1.01036
-148.475	1.01006
-148.47	1.00911
-148.465	1.00819
-148.46	1.00718
-148.455	1.00519
-148.45	1.00326
-148.445	1.00346
-148.44	1.00262
-148.435	1.00171
-148.43	1.00325
-148.425	1.00491
-148.42	1.00779
-148.415	1.01073
-148.41	1.01244
-148.405	1.01273
-148.4	1.01107
-148.395	1.00955
-148.39	1.00788
-148.385	1.00824
-148.38	1.00791
-148.375	1.00725
-148.37	1.00718
-148.365	1.0088
-148.36	1.00979
-148.355	1.01029
-148.35	1.00902
-148.345	1.00795
-148.34	1.00702
-148.335	1.00566
-148.33	1.00413
-148.325	1.00327
-148.32	1.00347
-148.315	1.00387
-148.31	1.0045
-148.305	1.00511
-148.3	1.00847
-148.295	1.00766
-148.29	1.00738
-148.285	1.00476
-148.28	1.00062
-148.275	0.997374
-148.27	0.996317
-148.265	0.994044
-148.26	0.993051
-148.255	0.992872
-148.25	0.99234
-148.245	0.991882
-148.24	0.991267
-148.235	0.990719
-148.23	0.988497
-148.225	0.985271
-148.22	0.982879
-148.215	0.981511
-148.21	0.980716
-148.205	0.979499
-148.2	0.977861
-148.195	0.976912
-148.19	0.976195
-148.185	0.97483
-148.18	0.974895
-148.175	0.976371
-148.17	0.979416
-148.165	0.981525
-148.16	0.982777
-148.155	0.985863
-148.15	0.98851
-148.145	0.990569
-148.14	0.991281
-148.135	0.993289
-148.13	0.996247
-148.125	0.999178
-148.12	0.999179
-148.115	0.999247
-148.11	1.00209
-148.105	1.00406
-148.1	1.00638
-148.095	1.00687
-148.09	1.00685
-148.085	1.00521
-148.08	1.0036
-148.075	1.0045
-148.07	1.0038
-148.065	1.00301
-148.06	1.00216
-148.055	1.00153
-148.05	0.998163
-148.045	0.996429
-148.04	0.994527
-148.035	0.991376
-148.03	0.990112
-148.025	0.989568
-148.02	0.989793
-148.015	0.989932
-148.01	0.989712
-148.005	0.989193
-148	0.990254
-147.995	0.992088
-147.99	0.993797
-147.985	0.996856
-147.98	1.00136
-147.975	1.00511
-147.97	1.00707
-147.965	1.00782
-147.96	1.00709
-147.955	1.00666
-147.95	1.0081
-147.945	1.00968
-147.94	1.00863
-147.935	1.00741
-147.93	1.00684
-147.925	1.00609
-147.92	1.00569
-147.915	1.00266
-147.91	0.999783
-147.905	0.999133
-147.9	0.99836
-147.895	0.998987
-147.89	1.00012
-147.885	1.00354
-147.88	1.00782
-147.875	1.01426
-147.87	1.01793
-147.865	1.02098
-147.86	1.02186
-147.855	1.02113
-147.85	1.01902
-147.845	1.01802
-147.84	1.01717
-147.835	1.01349
-147.83	1.00951
-147.825	1.00704
-147.82	1.00601
-147.815	1.00524
-147.81	1.00438
-147.805	1.00169
-147.8	0.998909
-147.795	0.996001
-147.79	0.992837
-147.785	0.989999
-147.78	0.987491
-147.775	0.985388
-147.77	0.983551
-147.765	0.981867
-147.76	0.980822
-147.755	0.981639
-147.75	0.981819
-147.745	0.982493
-147.74	0.984296
-147.735	0.983749
-147.73	0.983535
-147.725	0.984827
-147.72	0.98547
-147.715	0.987295
-147.71	0.989226
-147.705	0.98902
-147.7	0.990381
-147.695	0.99064
-147.69	0.988525
-147.685	0.989351
-147.68	0.991581
-147.675	0.994592
-147.67	0.998937
-147.665	1.00024
-147.66	1.00124
-147.655	1.00282
-147.65	1.00697
-147.645	1.00896
-147.64	1.00883
-147.635	1.00783
-147.63	1.00645
-147.625	1.00421
-147.62	1.00251
-147.615	1.00219
-147.61	1.003
-147.605	1.00387
-147.6	1.00383
-147.595	1.00253
-147.59	1.0006
-147.585	0.999454
-147.58	0.999754
-147.575	1.00099
-147.57	0.99837
-147.565	0.995301
-147.56	0.995126
-147.555	0.994013
-147.55	0.992788
-147.545	0.99099
-147.54	0.989145
-147.535	0.989561
-147.53	0.990264
-147.525	0.990044
-147.52	0.989406
-147.515	0.987313
-147.51	0.986371
-147.505	0.986896
-147.5	0.989202
-147.495	0.99264
-147.49	0.995961
-147.485	0.998512
-147.48	1.00122
-147.475	1.00451
-147.47	1.00794
-147.465	1.00812
-147.46	1.00665
-147.455	1.00467
-147.45	1.00444
-147.445	1.00548
-147.44	1.00729
-147.435	1.00537
-147.43	1.00391
-147.425	1.00255
-147.42	1.00132
-147.415	1.00007
-147.41	0.998386
-147.405	0.997665
-147.4	0.995871
-147.395	0.995661
-147.39	0.995683
-147.385	0.995037
-147.38	0.996373
-147.375	1.00037
-147.37	1.00193
-147.365	0.999342
-147.36	0.996182
-147.355	0.996224
-147.35	0.997864
-147.345	0.997959
