# Delay[ns]	Correlation 	
-150	0.988236
-149.995	0.989814
-149.99	0.99154
-149.985	0.993298
-149.98	0.997019
-149.975	1.00014
-149.97	1.00337
-149.965	1.00656
-149.96	1.00819
-149.955	1.00868
-149.95	1.00919
-149.945	1.00968
-149.94	1.00965
-149.935	1.00835
-149.93	1.0071
-149.925	1.00714
-149.92	1.00688
-149.915	1.00507
-149.91	1.00338
-149.905	0.999278
-149.9	0.994992
-149.895	0.992301
-149.89	0.991735
-149.885	0.99357
-149.88	0.994964
-149.875	0.995782
-149.87	0.996939
-149.865	0.996784
-149.86	0.997441
-149.855	0.999092
-149.85	0.999586
-149.845	1.00176
-149.84	1.00381
-149.835	1.00449
-149.83	1.0063
-149.825	1.00851
-149.82	1.00977
-149.815	1.00719
-149.81	1.00339
-149.805	1.00072
-149.8	0.998847
-149.795	0.998484
-149.79	0.998599
-149.785	1.00013
-149.78	1.00118
-149.775	1.00273
-149.77	1.00295
-149.765	1.00403
-149.76	1.00447
-149.755	1.00575
-149.75	1.00453
-149.745	1.00085
-149.74	0.996521
-149.735	0.993163
-149.73	0.990078
-149.725	0.987611
-149.72	0.985169
-149.715	0.983782
-149.71	0.984781
-149.705	0.986748
-149.7	0.987968
-149.695	0.990125
-149.69	0.993899
-149.685	0.997931
-149.68	1.00023
-149.675	0.998948
-149.67	0.996725
-149.665	0.993951
-149.66	0.991186
-149.655	0.988507
-149.65	0.986491
-149.645	0.985653
-149.64	0.986023
-149.635	0.985299
-149.63	0.984719
-149.625	0.985263
-149.62	0.987267
-149.615	0.988654
-149.61	0.989946
-149.605	0.993059
-149.6	0.994511
-149.595	0.99445
-149.59	0.994012
-149.585	0.993654
-149.58	0.993797
-149.575	0.995063
-149.57	0.995244
-149.565	0.99483
-149.56	0.99527
-149.555	0.995198
-149.55	0.995155
-149.545	0.994203
-149.54	0.993547
-149.535	0.995624
-149.53	0.999413
-149.525	1.00111
-149.52	1.00259
-149.515	1.0032
-149.51	1.00402
-149.505	1.00488
-149.5	1.00647
-149.495	1.00567
-149.49	1.00549
-149.485	1.00596
-149.48	1.004
-149.475	1.0006
-149.47	0.997067
-149.465	0.99404
-149.46	0.991527
-149.455	0.989727
-149.45	0.986167
-149.445	0.982531
-149.44	0.982302
-149.435	0.983453
-149.43	0.985502
-149.425	0.986377
-149.42	0.986
-149.415	0.985617
-149.41	0.985976
-149.405	0.985796
-149.4	0.984911
-149.395	0.985304
-149.39	0.982992
-149.385	0.979492
-149.38	0.978205
-149.375	0.97909
-149.37	0.981832
-149.365	0.984688
-149.36	0.987543
-149.355	0.98971
-149.35	0.991418
-149.345	0.994371
-149.34	0.996834
-149.335	0.998802
-149.33	1.00186
-149.325	1.00478
-149.32	1.00595
-149.315	1.00759
-149.31	1.00797
-149.305	1.00755
-149.3	1.00606
-149.295	1.00495
-149.29	1.0043
-149.285	1.00279
-149.28	1.00229
-149.275	1.00038
-149.27	0.997873
-149.265	0.994392
-149.26	0.991729
-149.255	0.990451
-149.25	0.99051
-149.245	0.991858
-149.24	0.99381
-149.235	0.996401
-149.23	0.999254
-149.225	1.0021
-149.22	1.00306
-149.215	1.00296
-149.21	1.00414
-149.205	1.0046
-149.2	1.0051
-149.195	1.00551
-149.19	1.00739
-149.185	1.0096
-149.18	1.00998
-149.175	1.00949
-149.17	1.01028
-149.165	1.01099
-149.16	1.01175
-149.155	1.01285
-149.15	1.01419
-149.145	1.01549
-149.14	1.01444
-149.135	1.01298
-149.13	1.01087
-149.125	1.00689
-149.12	1.00441
-149.115	1.00485
-149.11	1.00402
-149.105	1.00343
-149.1	1.00203
-149.095	0.999032
-149.09	0.996688
-149.085	0.995259
-149.08	0.995062
-149.075	0.996745
-149.07	0.997593
-149.065	0.998752
-149.06	1.00159
