# Delay[ns]	Correlation 	
-150	0.994273
-149.995	0.995251
-149.99	0.996971
-149.985	0.997796
-149.98	0.99829
-149.975	0.999815
-149.97	1.00087
-149.965	1.00131
-149.96	1.0024
-149.955	1.00335
-149.95	1.00383
-149.945	1.00405
-149.94	1.00265
-149.935	1.00219
-149.93	1.00378
-149.925	1.00632
-149.92	1.00756
-149.915	1.00224
-149.91	1.00075
-149.905	1.00265
-149.9	1.00256
-149.895	1.00328
-149.89	1.00224
-149.885	1.00216
-149.88	1.00152
-149.875	1.00323
-149.87	1.00418
-149.865	1.001
-149.86	1.00064
-149.855	1.0002
-149.85	1.00048
-149.845	0.997809
-149.84	0.994769
-149.835	0.997253
-149.83	0.995607
-149.825	0.992997
-149.82	0.992065
-149.815	0.99323
-149.81	0.993045
-149.805	0.997238
-149.8	1.00009
-149.795	1.00157
-149.79	1.00126
-149.785	1.00077
-149.78	1.00093
-149.775	1.00062
-149.77	1.00333
-149.765	1.00403
-149.76	1.00392
-149.755	1.00075
-149.75	0.999496
-149.745	0.998382
-149.74	0.996652
-149.735	0.995037
-149.73	0.996831
-149.725	1.00083
-149.72	1.00296
-149.715	1.0018
-149.71	0.999194
-149.705	0.999903
-149.7	1.00461
-149.695	1.00862
-149.69	1.0093
-149.685	1.00562
-149.68	1.00453
-149.675	0.999623
-149.67	0.996799
-149.665	0.994259
-149.66	0.997667
-149.655	0.997297
-149.65	0.997299
-149.645	0.999658
-149.64	1.0015
-149.635	0.998049
-149.63	0.993091
-149.625	0.989055
-149.62	0.986447
-149.615	0.987185
-149.61	0.989731
-149.605	0.994599
-149.6	1.00204
-149.595	1.00682
-149.59	1.00657
-149.585	1.00872
-149.58	1.01044
-149.575	1.01272
-149.57	1.01201
-149.565	1.01083
-149.56	1.00886
-149.555	1.00896
-149.55	1.01001
-149.545	1.008
-149.54	1.00777
-149.535	1.00593
-149.53	1.00352
-149.525	1.0003
-149.52	0.996661
-149.515	0.992589
-149.51	0.990301
-149.505	0.988632
-149.5	0.988838
-149.495	0.988948
-149.49	0.987679
-149.485	0.989388
-149.48	0.990439
-149.475	0.989627
-149.47	0.988288
-149.465	0.985649
-149.46	0.987511
-149.455	0.988261
-149.45	0.98624
-149.445	0.987331
-149.44	0.99165
-149.435	0.997375
-149.43	0.996924
-149.425	0.99796
-149.42	0.997171
-149.415	0.998723
-149.41	1.00092
-149.405	1.00143
-149.4	1.00064
-149.395	1.00159
-149.39	1.00506
-149.385	1.00659
-149.38	1.00805
-149.375	1.00604
-149.37	1.00271
-149.365	0.997867
-149.36	0.995359
-149.355	0.995936
-149.35	0.996076
-149.345	0.998285
-149.34	1.00345
-149.335	1.00388
-149.33	1.00279
-149.325	1.00321
-149.32	1.006
-149.315	1.00653
-149.31	1.00439
-149.305	1.0013
-149.3	0.998642
-149.295	0.998
-149.29	0.999533
-149.285	0.999223
-149.28	0.998921
-149.275	1.0005
-149.27	0.998769
-149.265	0.9958
-149.26	0.997188
-149.255	1.00256
-149.25	1.00312
-149.245	0.998931
-149.24	0.998766
-149.235	0.997181
-149.23	0.995394
-149.225	0.992014
-149.22	0.992127
-149.215	0.993424
-149.21	0.996714
-149.205	1.00266
-149.2	1.00363
-149.195	1.00597
-149.19	1.00596
-149.185	1.00437
-149.18	1.0016
-149.175	0.998011
-149.17	0.995852
-149.165	0.993249
-149.16	0.993335
-149.155	0.993662
-149.15	0.99872
-149.145	1.00334
-149.14	1.00351
-149.135	1.00214
-149.13	1.00139
-149.125	0.997013
-149.12	0.992015
-149.115	0.990828
-149.11	0.988709
-149.105	0.989356
-149.1	0.992484
-149.095	0.993823
-149.09	0.996099
-149.085	0.9987
-149.08	1.00215
-149.075	1.00137
-149.07	0.998039
-149.065	0.999427
-149.06	1.00148
-149.055	1.00445
-149.05	1.00647
-149.045	1.00716
-149.04	1.00553
-149.035	1.00447
-149.03	1.00621
-149.025	1.00751
-149.02	1.00345
-149.015	0.996471
-149.01	0.991245
-149.005	0.989244
-149	0.99459
-148.995	0.999466
-148.99	1.00182
-148.985	1.0044
-148.98	1.00653
-148.975	1.00732
-148.97	1.0054
-148.965	1.00167
-148.96	0.997437
-148.955	0.997064
-148.95	0.998329
-148.945	0.999616
-148.94	1.0029
-148.935	1.00467
-148.93	1.00397
-148.925	1.00392
-148.92	1.00145
-148.915	0.998358
-148.91	0.995905
-148.905	0.996085
-148.9	0.999002
-148.895	1.00024
-148.89	1.00146
-148.885	1.00559
-148.88	1.00826
-148.875	1.00677
-148.87	1.00743
-148.865	1.01213
-148.86	1.01174
-148.855	1.00999
-148.85	1.00834
-148.845	1.00848
-148.84	1.00784
-148.835	1.00754
-148.83	1.00571
-148.825	1.0029
-148.82	1.00262
-148.815	1.00344
-148.81	0.998187
-148.805	0.995563
-148.8	0.996283
-148.795	0.99482
-148.79	0.99431
-148.785	0.99466
-148.78	0.996727
-148.775	0.995569
-148.77	0.995092
-148.765	0.996079
-148.76	1.00051
-148.755	1.00545
-148.75	1.00805
-148.745	1.01067
-148.74	1.01297
-148.735	1.01226
