# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.584972
-4.99633	 0.654237
-4.993	 0.668773
-4.98967	 0.671592
-4.98633	 0.484968
-4.983	 0.539246
-4.97967	 0.582488
-4.97633	 0.470668
-4.973	 0.600909
-4.96967	 0.588949
-4.96634	 0.649035
-4.963	 0.588791
-4.95967	 0.729372
-4.95634	 0.664608
-4.953	 0.589911
-4.94967	 0.533259
-4.94634	 0.649509
-4.943	 0.669068
-4.93967	 0.674585
-4.93634	 0.50295
-4.933	 0.650694
-4.92967	 0.580469
-4.92634	 0.672446
-4.92301	 0.702541
-4.91967	 0.502197
-4.91634	 0.585471
-4.91301	 0.501904
-4.90967	 0.647581
-4.90634	 0.626606
-4.90301	 0.64131
-4.89967	 0.56828
-4.89634	 0.599708
-4.89301	 0.684138
-4.88967	 0.623483
-4.88634	 0.515841
-4.88301	 0.486665
-4.87967	 0.625293
-4.87634	 0.750925
-4.87301	 0.565057
-4.86968	 0.493196
-4.86634	 0.650282
-4.86301	 0.480635
-4.85968	 0.570839
-4.85634	 0.462599
-4.85301	 0.574384
-4.84968	 0.594295
-4.84634	 0.539454
-4.84301	 0.578315
-4.83968	 0.532196
-4.83634	 0.612819
-4.83301	 0.46365
-4.82968	 0.519481
-4.82634	 0.514583
-4.82301	 0.473388
-4.81968	 0.62851
-4.81635	 0.470137
-4.81301	 0.713323
-4.80968	 0.677025
-4.80635	 0.658368
-4.80301	 0.640226
-4.79968	 0.44988
-4.79635	 0.654872
-4.79301	 0.820277
-4.78968	 0.504037
-4.78635	 0.715803
-4.78301	 0.520602
-4.77968	 0.454801
-4.77635	 0.675536
-4.77302	 0.606706
-4.76968	 0.705395
-4.76635	 0.601572
-4.76302	 0.566626
-4.75968	 0.529304
-4.75635	 0.406577
-4.75302	 0.652616
-4.74968	 0.628488
-4.74635	 0.701096
-4.74302	 0.531794
-4.73968	 0.777314
-4.73635	 0.668944
-4.73302	 0.411012
-4.72968	 0.501364
-4.72635	 0.464807
-4.72302	 0.605797
-4.71969	 0.608995
-4.71635	 0.544934
-4.71302	 0.622251
-4.70969	 0.64783
-4.70635	 0.599433
-4.70302	 0.462173
-4.69969	 0.513593
-4.69635	 0.613657
-4.69302	 0.605995
-4.68969	 0.571975
-4.68635	 0.546154
-4.68302	 0.566509
-4.67969	 0.512288
-4.67635	 0.631747
-4.67302	 0.470884
-4.66969	 0.674746
-4.66636	 0.528367
-4.66302	 0.558395
-4.65969	 0.523539
-4.65636	 0.47388
-4.65302	 0.500153
-4.64969	 0.517498
-4.64636	 0.556211
-4.64302	 0.531462
-4.63969	 0.635157
-4.63636	 0.621148
-4.63302	 0.567874
-4.62969	 0.46847
-4.62636	 0.665086
-4.62303	 0.68914
-4.61969	 0.582622
-4.61636	 0.570639
-4.61303	 0.563095
-4.60969	 0.567804
-4.60636	 0.542692
-4.60303	 0.514601
-4.59969	 0.435704
-4.59636	 0.682198
-4.59303	 0.694997
-4.58969	 0.529429
-4.58636	 0.540001
-4.58303	 0.524163
-4.57969	 0.752945
-4.57636	 0.631551
-4.57303	 0.62286
-4.5697	 0.603007
-4.56636	 0.482391
-4.56303	 0.734729
-4.5597	 0.617451
-4.55636	 0.63195
-4.55303	 0.638487
-4.5497	 0.681417
-4.54636	 0.41642
-4.54303	 0.583965
-4.5397	 0.490999
