# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.000829466
-4.99633	 0.000727242
-4.993	 0.000855029
-4.98967	 0.00083704
-4.98633	 0.000847448
-4.983	 0.000944524
-4.97967	 0.00105197
-4.97633	 0.000984076
-4.973	 0.000971534
-4.96967	 0.00112311
-4.96634	 0.00105129
-4.963	 0.000975342
-4.95967	 0.000877603
-4.95634	 0.00104377
-4.953	 0.000968893
-4.94967	 0.000992501
-4.94634	 0.000921805
-4.943	 0.0010409
-4.93967	 0.000907444
-4.93634	 0.00102191
-4.933	 0.00128142
-4.92967	 0.00108655
-4.92634	 0.00107909
-4.92301	 0.00100545
-4.91967	 0.00116511
-4.91634	 0.00131196
-4.91301	 0.00110401
-4.90967	 0.00108744
-4.90634	 0.000976406
-4.90301	 0.00126923
-4.89967	 0.000852557
-4.89634	 0.00123221
-4.89301	 0.00091401
-4.88967	 0.0014081
-4.88634	 0.00106559
-4.88301	 0.00110839
-4.87967	 0.00115689
-4.87634	 0.00138724
-4.87301	 0.00128531
-4.86968	 0.000890181
-4.86634	 0.00141139
-4.86301	 0.00110396
-4.85968	 0.00124693
-4.85634	 0.00110265
-4.85301	 0.0010234
-4.84968	 0.00138692
-4.84634	 0.00112221
-4.84301	 0.00114838
-4.83968	 0.00105816
-4.83634	 0.00140084
-4.83301	 0.00114494
-4.82968	 0.00128607
-4.82634	 0.00137873
-4.82301	 0.00123114
-4.81968	 0.00118215
-4.81635	 0.00137971
-4.81301	 0.0012596
-4.80968	 0.00129485
-4.80635	 0.00125577
-4.80301	 0.00091598
-4.79968	 0.00116984
-4.79635	 0.00128014
-4.79301	 0.00100526
-4.78968	 0.000971461
-4.78635	 0.0010888
-4.78301	 0.00112249
-4.77968	 0.00117975
-4.77635	 0.000992017
-4.77302	 0.000844304
-4.76968	 0.001171
-4.76635	 0.000791307
-4.76302	 0.00123099
-4.75968	 0.00123345
-4.75635	 0.00115741
-4.75302	 0.00126534
-4.74968	 0.00109166
-4.74635	 0.00101148
-4.74302	 0.000873007
-4.73968	 0.000983484
-4.73635	 0.0010874
-4.73302	 0.000824778
-4.72968	 0.00116418
-4.72635	 0.00116691
-4.72302	 0.000772478
-4.71969	 0.00073115
-4.71635	 0.000938092
-4.71302	 0.00104513
-4.70969	 0.000845277
-4.70635	 0.000794355
-4.70302	 0.00087153
-4.69969	 0.000946408
-4.69635	 0.000767089
-4.69302	 0.000950463
-4.68969	 0.0007113
-4.68635	 0.000772591
-4.68302	 0.000776902
-4.67969	 0.000813987
-4.67635	 0.000881025
-4.67302	 0.000807844
-4.66969	 0.000674802
-4.66636	 0.000756447
-4.66302	 0.000732084
-4.65969	 0.000651204
-4.65636	 0.000750308
-4.65302	 0.000798446
-4.64969	 0.000851875
-4.64636	 0.000660183
-4.64302	 0.000716332
-4.63969	 0.000649978
-4.63636	 0.00063569
-4.63302	 0.000625667
-4.62969	 0.00060825
-4.62636	 0.000623017
-4.62303	 0.000725629
-4.61969	 0.000590114
-4.61636	 0.000605735
-4.61303	 0.000669255
-4.60969	 0.000507424
-4.60636	 0.000670745
-4.60303	 0.000723884
-4.59969	 0.000587921
-4.59636	 0.000487866
-4.59303	 0.000572698
-4.58969	 0.000680266
-4.58636	 0.000709544
-4.58303	 0.000507804
-4.57969	 0.000708077
-4.57636	 0.000640666
-4.57303	 0.000668595
-4.5697	 0.000577699
-4.56636	 0.000482159
-4.56303	 0.000524717
-4.5597	 0.000536926
-4.55636	 0.000542059
-4.55303	 0.000515422
-4.5497	 0.000504314
-4.54636	 0.000476626
-4.54303	 0.000594959
-4.5397	 0.000562133
-4.53636	 0.000514448
-4.53303	 0.000615088
-4.5297	 0.000556213
-4.52636	 0.000498801
-4.52303	 0.00047598
-4.5197	 0.000519902
-4.51637	 0.000461939
-4.51303	 0.00049302
-4.5097	 0.000539732
-4.50637	 0.000583641
-4.50303	 0.000619954
-4.4997	 0.000480816
-4.49637	 0.000512133
-4.49303	 0.000491757
-4.4897	 0.000499891
-4.48637	 0.000475698
-4.48303	 0.000401389
-4.4797	 0.00059872
-4.47637	 0.000428947
-4.47304	 0.000397474
-4.4697	 0.000478444
-4.46637	 0.000423092
-4.46304	 0.000397893
-4.4597	 0.000476576
-4.45637	 0.000437759
-4.45304	 0.000534791
-4.4497	 0.000587934
-4.44637	 0.000422671
-4.44304	 0.000431028
-4.4397	 0.000482145
-4.43637	 0.000388736
-4.43304	 0.000442152
-4.4297	 0.000447877
-4.42637	 0.000465971
-4.42304	 0.000376013
-4.41971	 0.000509171
-4.41637	 0.000500352
-4.41304	 0.000500258
-4.40971	 0.000458469
-4.40637	 0.000464928
-4.40304	 0.000395657
-4.39971	 0.000422007
-4.39637	 0.000464937
-4.39304	 0.000408465
-4.38971	 0.000399348
-4.38637	 0.000380951
-4.38304	 0.000401877
-4.37971	 0.00038378
-4.37637	 0.000368003
-4.37304	 0.000447934
-4.36971	 0.000518074
-4.36638	 0.000498994
-4.36304	 0.00038604
-4.35971	 0.000522019
-4.35638	 0.00042429
-4.35304	 0.000393273
-4.34971	 0.00042648
-4.34638	 0.000472575
-4.34304	 0.000418261
-4.33971	 0.000396767
-4.33638	 0.000401406
-4.33304	 0.000529751
-4.32971	 0.00039618
-4.32638	 0.00041446
-4.32305	 0.000322691
-4.31971	 0.000498275
-4.31638	 0.000383886
-4.31305	 0.000409499
-4.30971	 0.000501481
-4.30638	 0.000412252
-4.30305	 0.000391584
-4.29971	 0.000427021
-4.29638	 0.000407783
-4.29305	 0.000428396
-4.28971	 0.000425335
-4.28638	 0.000397665
-4.28305	 0.000372386
-4.27971	 0.000384442
-4.27638	 0.000382024
-4.27305	 0.000418942
-4.26972	 0.00043065
-4.26638	 0.000429641
-4.26305	 0.000411316
-4.25972	 0.000414276
-4.25638	 0.000438508
-4.25305	 0.000419392
-4.24972	 0.000442034
-4.24638	 0.000465553
-4.24305	 0.000379082
-4.23972	 0.000406938
-4.23638	 0.000434826
-4.23305	 0.000373138
-4.22972	 0.00042039
-4.22638	 0.000349696
-4.22305	 0.000320314
-4.21972	 0.000384425
-4.21639	 0.000434724
-4.21305	 0.000326076
-4.20972	 0.000451115
-4.20639	 0.000349654
-4.20305	 0.000420523
-4.19972	 0.000431387
-4.19639	 0.000452482
-4.19305	 0.00041882
-4.18972	 0.000498652
-4.18639	 0.000442943
-4.18305	 0.000445964
-4.17972	 0.000352038
-4.17639	 0.000487605
-4.17306	 0.000512137
-4.16972	 0.000548673
-4.16639	 0.000383871
-4.16306	 0.000494963
-4.15972	 0.000430819
-4.15639	 0.000315402
-4.15306	 0.000461602
-4.14972	 0.000364634
-4.14639	 0.000544571
-4.14306	 0.000396657
-4.13972	 0.000337996
-4.13639	 0.000413546
-4.13306	 0.000414237
-4.12972	 0.000429415
-4.12639	 0.000480747
-4.12306	 0.000451587
-4.11973	 0.000475949
-4.11639	 0.000390387
-4.11306	 0.000436561
-4.10973	 0.000441104
-4.10639	 0.000482865
-4.10306	 0.000424561
-4.09973	 0.000488065
-4.09639	 0.000484435
-4.09306	 0.000432971
-4.08973	 0.000430682
-4.08639	 0.000347588
-4.08306	 0.000398446
-4.07973	 0.000457997
-4.07639	 0.000405266
-4.07306	 0.000417944
-4.06973	 0.000421726
-4.0664	 0.000471887
-4.06306	 0.000438891
-4.05973	 0.000493278
-4.0564	 0.000624223
-4.05306	 0.000542345
-4.04973	 0.000375138
-4.0464	 0.000498636
-4.04306	 0.000446672
-4.03973	 0.000446954
-4.0364	 0.000417318
-4.03306	 0.000506192
-4.02973	 0.000450035
-4.0264	 0.000445567
-4.02307	 0.00045905
-4.01973	 0.000463905
-4.0164	 0.000510021
-4.01307	 0.000498024
-4.00973	 0.000507125
-4.0064	 0.000657312
-4.00307	 0.000556311
-3.99973	 0.000505587
-3.9964	 0.000479399
-3.99307	 0.000570904
-3.98973	 0.000465466
-3.9864	 0.000539756
-3.98307	 0.000536519
-3.97973	 0.000499104
-3.9764	 0.000514641
-3.97307	 0.000600434
-3.96974	 0.000529756
-3.9664	 0.000628828
-3.96307	 0.000575192
-3.95974	 0.00066387
-3.9564	 0.000468715
-3.95307	 0.000503008
-3.94974	 0.00052592
-3.9464	 0.00053364
-3.94307	 0.000604447
-3.93974	 0.000633013
-3.9364	 0.000603045
-3.93307	 0.000589952
-3.92974	 0.000541273
-3.9264	 0.000539264
-3.92307	 0.000537789
-3.91974	 0.000507003
-3.91641	 0.000534177
-3.91307	 0.000622271
-3.90974	 0.000550504
-3.90641	 0.000611627
-3.90307	 0.000577696
-3.89974	 0.000551676
-3.89641	 0.000577955
-3.89307	 0.000644997
-3.88974	 0.000596781
-3.88641	 0.00061174
-3.88307	 0.000563736
-3.87974	 0.000486734
-3.87641	 0.000587092
-3.87308	 0.000548427
-3.86974	 0.000589292
-3.86641	 0.000676109
-3.86308	 0.000605353
-3.85974	 0.000514262
-3.85641	 0.000786455
-3.85308	 0.000815205
-3.84974	 0.00062597
-3.84641	 0.000971233
-3.84308	 0.000761528
-3.83974	 0.000874746
-3.83641	 0.000509248
-3.83308	 0.000750091
-3.82974	 0.000671904
-3.82641	 0.000875129
-3.82308	 0.00084659
-3.81975	 0.000840053
-3.81641	 0.000756339
-3.81308	 0.000867473
-3.80975	 0.000840491
-3.80641	 0.000663913
-3.80308	 0.00084225
-3.79975	 0.000749761
-3.79641	 0.000995725
-3.79308	 0.000874027
-3.78975	 0.000841428
-3.78641	 0.000854274
-3.78308	 0.000844806
-3.77975	 0.000924364
-3.77641	 0.00093003
-3.77308	 0.000954137
-3.76975	 0.000965415
-3.76642	 0.00100404
-3.76308	 0.00110828
-3.75975	 0.000859555
-3.75642	 0.000839065
-3.75308	 0.00107453
-3.74975	 0.0010763
-3.74642	 0.00116675
-3.74308	 0.0012248
-3.73975	 0.00103493
-3.73642	 0.00103232
-3.73308	 0.00090984
-3.72975	 0.00116299
-3.72642	 0.00117626
-3.72309	 0.00121901
-3.71975	 0.00116488
-3.71642	 0.00113472
-3.71309	 0.00102539
-3.70975	 0.00138603
-3.70642	 0.00121306
-3.70309	 0.00121831
-3.69975	 0.00130172
-3.69642	 0.00125481
-3.69309	 0.00138153
-3.68975	 0.00127029
-3.68642	 0.0010637
-3.68309	 0.00124792
-3.67975	 0.00135668
-3.67642	 0.00120456
-3.67309	 0.00139276
-3.66976	 0.00131124
-3.66642	 0.00132572
-3.66309	 0.00108414
-3.65976	 0.00140318
-3.65642	 0.00173108
-3.65309	 0.00138122
-3.64976	 0.00140744
-3.64642	 0.00156868
-3.64309	 0.00140852
-3.63976	 0.00187723
-3.63642	 0.00140991
-3.63309	 0.00160145
-3.62976	 0.00183222
-3.62642	 0.00191091
-3.62309	 0.00127592
-3.61976	 0.00156077
-3.61643	 0.0022915
-3.61309	 0.00180464
-3.60976	 0.00167689
