# Frequency [GHz] 	Fouriercomponent
-4.99967	 1.5314
-4.99633	 0.746895
-4.993	 1.07104
-4.98967	 0.392351
-4.98633	 0.462912
-4.983	 0.535383
-4.97967	 1.49452
-4.97633	 0.877697
-4.973	 2.66838
-4.96967	 2.13761
-4.96634	 1.54553
-4.963	 0.685841
-4.95967	 0.208332
-4.95634	 1.13998
-4.953	 1.39977
-4.94967	 2.02813
-4.94634	 0.810254
-4.943	 1.01134
-4.93967	 0.885724
-4.93634	 1.14982
-4.933	 0.601202
-4.92967	 1.17621
-4.92634	 0.33669
-4.92301	 1.14805
-4.91967	 2.6578
-4.91634	 1.81545
-4.91301	 1.23822
-4.90967	 1.72143
-4.90634	 1.01353
-4.90301	 0.229791
-4.89967	 2.7732
-4.89634	 1.00891
-4.89301	 2.28686
-4.88967	 1.23982
-4.88634	 1.35381
-4.88301	 1.07816
-4.87967	 0.537214
-4.87634	 0.0721479
-4.87301	 0.418368
-4.86968	 1.16102
-4.86634	 0.508693
-4.86301	 1.95157
-4.85968	 2.43889
-4.85634	 0.984698
-4.85301	 1.50653
-4.84968	 0.896038
-4.84634	 0.694604
-4.84301	 0.428754
-4.83968	 1.20523
-4.83634	 0.561408
-4.83301	 0.385986
-4.82968	 1.54808
-4.82634	 0.219422
-4.82301	 1.26219
-4.81968	 1.15478
-4.81635	 1.71152
-4.81301	 1.41744
-4.80968	 1.34604
-4.80635	 1.11534
-4.80301	 1.12236
-4.79968	 1.85042
-4.79635	 0.767086
-4.79301	 0.808211
-4.78968	 0.198542
-4.78635	 0.366296
-4.78301	 1.92535
-4.77968	 1.90187
-4.77635	 0.412751
-4.77302	 0.868805
-4.76968	 0.475749
-4.76635	 0.579427
-4.76302	 1.11798
-4.75968	 0.302511
-4.75635	 0.356828
-4.75302	 0.628598
-4.74968	 0.210731
-4.74635	 0.649061
-4.74302	 0.672876
-4.73968	 1.60224
-4.73635	 1.04307
-4.73302	 0.596935
-4.72968	 1.47365
-4.72635	 0.46116
-4.72302	 0.485559
-4.71969	 1.97746
-4.71635	 1.64194
-4.71302	 0.77118
-4.70969	 1.48471
-4.70635	 0.320751
-4.70302	 0.73645
-4.69969	 0.605355
-4.69635	 0.288534
-4.69302	 2.35442
-4.68969	 0.553369
-4.68635	 0.22309
-4.68302	 0.708324
-4.67969	 0.279475
-4.67635	 0.23589
-4.67302	 1.88793
-4.66969	 0.983139
-4.66636	 0.696878
-4.66302	 0.794583
-4.65969	 0.694676
-4.65636	 0.663373
-4.65302	 1.09817
-4.64969	 1.53466
-4.64636	 0.649286
-4.64302	 1.02525
-4.63969	 0.864327
-4.63636	 0.704932
-4.63302	 1.57936
-4.62969	 0.88737
-4.62636	 2.66486
-4.62303	 0.868265
-4.61969	 0.621546
-4.61636	 2.55286
-4.61303	 0.798344
-4.60969	 0.456281
-4.60636	 1.78208
-4.60303	 1.05712
-4.59969	 0.451251
-4.59636	 2.8003
-4.59303	 1.10188
-4.58969	 0.887287
-4.58636	 1.783
-4.58303	 0.618082
-4.57969	 0.765729
-4.57636	 0.832378
-4.57303	 1.11923
-4.5697	 2.78739
-4.56636	 1.43393
-4.56303	 1.64374
-4.5597	 0.394007
-4.55636	 0.338077
-4.55303	 0.585111
-4.5497	 0.125511
-4.54636	 1.73276
-4.54303	 1.13821
-4.5397	 0.576827
-4.53636	 0.348973
-4.53303	 1.29171
-4.5297	 1.42968
-4.52636	 1.0939
-4.52303	 1.86566
-4.5197	 0.909728
-4.51637	 0.952041
-4.51303	 0.188041
-4.5097	 1.96482
-4.50637	 0.838938
-4.50303	 1.58366
-4.4997	 1.65713
-4.49637	 1.61201
-4.49303	 0.916883
-4.4897	 1.12802
-4.48637	 1.3698
-4.48303	 2.44214
-4.4797	 0.267365
-4.47637	 1.38357
-4.47304	 0.841549
-4.4697	 0.2525
-4.46637	 1.2659
-4.46304	 1.07766
-4.4597	 0.453866
-4.45637	 0.829929
-4.45304	 0.703306
-4.4497	 0.721074
-4.44637	 0.793156
-4.44304	 1.47841
-4.4397	 0.558047
-4.43637	 0.952367
-4.43304	 0.643983
-4.4297	 0.628981
-4.42637	 1.05268
-4.42304	 1.71708
-4.41971	 1.05853
-4.41637	 1.27951
-4.41304	 0.697521
-4.40971	 0.369514
-4.40637	 0.759787
-4.40304	 0.319277
-4.39971	 0.424583
-4.39637	 0.649002
-4.39304	 1.30555
-4.38971	 2.49249
-4.38637	 1.16909
-4.38304	 0.60531
-4.37971	 1.67723
-4.37637	 0.302602
-4.37304	 1.40292
-4.36971	 1.51764
-4.36638	 0.818155
-4.36304	 0.109021
-4.35971	 1.20066
-4.35638	 1.33184
-4.35304	 0.416149
-4.34971	 0.903735
-4.34638	 0.567701
-4.34304	 1.6093
-4.33971	 0.065636
-4.33638	 0.639082
-4.33304	 1.19812
-4.32971	 1.35495
-4.32638	 1.51416
-4.32305	 0.167196
-4.31971	 0.294678
-4.31638	 0.828968
-4.31305	 0.834801
-4.30971	 2.03373
-4.30638	 0.592778
-4.30305	 0.429695
-4.29971	 0.845478
-4.29638	 0.917482
-4.29305	 1.26858
-4.28971	 1.05198
-4.28638	 0.319196
-4.28305	 1.49413
-4.27971	 0.589493
