# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.295431
-4.99633	 0.348378
-4.993	 0.655633
-4.98967	 0.964528
-4.98633	 0.811737
-4.983	 0.642161
-4.97967	 0.684648
-4.97633	 0.872769
-4.973	 1.13497
-4.96967	 0.467391
-4.96634	 0.678328
-4.963	 0.681934
-4.95967	 0.754859
-4.95634	 0.914898
-4.953	 0.703596
-4.94967	 0.916984
-4.94634	 0.953752
-4.943	 0.305534
-4.93967	 0.601423
-4.93634	 0.562493
-4.933	 0.33745
-4.92967	 0.736008
-4.92634	 0.606526
-4.92301	 0.746828
-4.91967	 0.361068
-4.91634	 1.15947
-4.91301	 0.378925
-4.90967	 0.568948
-4.90634	 0.682012
-4.90301	 0.731329
-4.89967	 1.17969
-4.89634	 0.455534
-4.89301	 0.81447
-4.88967	 0.767408
-4.88634	 0.636178
-4.88301	 0.94466
-4.87967	 0.800944
-4.87634	 0.696291
-4.87301	 0.651885
-4.86968	 0.422672
-4.86634	 0.778704
-4.86301	 0.801312
-4.85968	 0.51904
-4.85634	 0.968958
-4.85301	 0.794968
-4.84968	 0.41226
-4.84634	 0.558025
-4.84301	 0.665716
-4.83968	 0.630868
-4.83634	 0.658469
-4.83301	 0.609672
-4.82968	 0.567423
-4.82634	 0.868594
-4.82301	 0.504476
-4.81968	 0.728311
-4.81635	 0.71603
-4.81301	 0.730188
-4.80968	 0.654096
-4.80635	 0.753072
-4.80301	 0.752633
-4.79968	 0.54732
-4.79635	 0.672446
-4.79301	 0.740923
-4.78968	 0.644429
-4.78635	 0.917136
-4.78301	 0.80852
-4.77968	 0.596605
-4.77635	 0.441471
-4.77302	 0.482326
-4.76968	 0.36071
-4.76635	 0.568742
-4.76302	 0.501394
-4.75968	 0.783537
-4.75635	 0.183124
-4.75302	 0.657823
-4.74968	 0.650446
-4.74635	 0.586658
-4.74302	 0.279515
-4.73968	 0.715513
-4.73635	 0.767627
-4.73302	 0.427648
-4.72968	 0.383343
-4.72635	 0.718535
-4.72302	 0.548799
