# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.608888
-4.99633	 0.661326
-4.993	 0.67568
-4.98967	 0.69825
-4.98633	 0.507382
-4.983	 0.547247
-4.97967	 0.612533
-4.97633	 0.521836
-4.973	 0.606615
-4.96967	 0.595354
-4.96634	 0.66429
-4.963	 0.573951
-4.95967	 0.687867
-4.95634	 0.71786
-4.953	 0.609578
-4.94967	 0.514728
-4.94634	 0.655944
-4.943	 0.686888
-4.93967	 0.736897
-4.93634	 0.53039
-4.933	 0.625771
-4.92967	 0.534144
-4.92634	 0.716504
-4.92301	 0.678903
-4.91967	 0.483011
-4.91634	 0.573864
-4.91301	 0.481737
-4.90967	 0.659732
-4.90634	 0.590288
-4.90301	 0.634511
-4.89967	 0.582366
-4.89634	 0.571408
-4.89301	 0.675191
-4.88967	 0.638232
-4.88634	 0.509299
-4.88301	 0.507156
-4.87967	 0.636531
-4.87634	 0.726434
-4.87301	 0.569472
-4.86968	 0.509736
-4.86634	 0.672314
-4.86301	 0.474785
-4.85968	 0.556672
-4.85634	 0.472058
-4.85301	 0.530453
-4.84968	 0.61286
-4.84634	 0.535254
-4.84301	 0.631823
-4.83968	 0.562626
-4.83634	 0.623243
-4.83301	 0.491765
-4.82968	 0.529667
-4.82634	 0.517356
-4.82301	 0.510101
-4.81968	 0.60594
-4.81635	 0.533966
-4.81301	 0.675369
-4.80968	 0.697318
-4.80635	 0.672895
-4.80301	 0.656356
-4.79968	 0.479697
-4.79635	 0.648644
-4.79301	 0.734716
-4.78968	 0.508239
-4.78635	 0.707535
-4.78301	 0.542307
-4.77968	 0.5029
-4.77635	 0.654958
-4.77302	 0.595066
-4.76968	 0.737188
-4.76635	 0.644982
-4.76302	 0.597503
-4.75968	 0.6069
-4.75635	 0.457184
-4.75302	 0.631408
-4.74968	 0.664775
-4.74635	 0.672196
-4.74302	 0.54194
-4.73968	 0.760985
-4.73635	 0.671903
-4.73302	 0.414821
-4.72968	 0.557089
-4.72635	 0.508736
-4.72302	 0.730229
-4.71969	 0.607071
-4.71635	 0.642449
-4.71302	 0.640756
-4.70969	 0.62952
-4.70635	 0.606366
-4.70302	 0.464989
-4.69969	 0.608979
-4.69635	 0.627498
-4.69302	 0.596861
-4.68969	 0.566912
-4.68635	 0.519146
-4.68302	 0.60605
-4.67969	 0.525127
-4.67635	 0.650764
-4.67302	 0.486817
-4.66969	 0.662219
-4.66636	 0.511135
-4.66302	 0.595873
-4.65969	 0.542832
-4.65636	 0.512961
-4.65302	 0.539642
-4.64969	 0.522558
-4.64636	 0.593604
-4.64302	 0.528541
-4.63969	 0.675315
-4.63636	 0.594359
-4.63302	 0.596967
-4.62969	 0.477473
-4.62636	 0.696433
-4.62303	 0.712899
-4.61969	 0.593436
-4.61636	 0.599502
-4.61303	 0.555939
-4.60969	 0.652783
-4.60636	 0.583413
-4.60303	 0.591891
-4.59969	 0.490622
-4.59636	 0.693308
-4.59303	 0.655659
-4.58969	 0.500021
-4.58636	 0.63134
-4.58303	 0.546815
-4.57969	 0.764673
-4.57636	 0.701465
-4.57303	 0.629301
-4.5697	 0.661461
-4.56636	 0.501742
-4.56303	 0.730972
-4.5597	 0.613425
-4.55636	 0.639381
-4.55303	 0.623109
-4.5497	 0.707027
-4.54636	 0.458514
-4.54303	 0.62409
-4.5397	 0.571011
-4.53636	 0.635376
-4.53303	 0.523105
-4.5297	 0.817913
-4.52636	 0.54975
-4.52303	 0.563589
-4.5197	 0.767149
-4.51637	 0.57045
-4.51303	 0.653806
-4.5097	 0.564886
-4.50637	 0.528963
-4.50303	 0.651575
-4.4997	 0.686321
-4.49637	 0.598792
-4.49303	 0.573095
-4.4897	 0.640948
-4.48637	 0.672056
-4.48303	 0.507022
-4.4797	 0.845548
-4.47637	 0.56874
-4.47304	 0.605206
-4.4697	 0.614098
-4.46637	 0.701389
-4.46304	 0.674108
-4.4597	 0.757178
-4.45637	 0.623365
-4.45304	 0.539823
-4.4497	 0.63805
-4.44637	 0.596315
-4.44304	 0.679323
-4.4397	 0.631478
-4.43637	 0.607111
-4.43304	 0.628043
-4.4297	 0.554648
-4.42637	 0.564714
-4.42304	 0.689966
-4.41971	 0.533161
-4.41637	 0.673623
-4.41304	 0.577773
-4.40971	 0.683928
-4.40637	 0.589602
-4.40304	 0.491621
-4.39971	 0.666917
-4.39637	 0.614657
-4.39304	 0.781287
-4.38971	 0.618425
-4.38637	 0.51396
-4.38304	 0.649475
-4.37971	 0.601016
-4.37637	 0.624984
-4.37304	 0.641985
-4.36971	 0.490375
-4.36638	 0.542576
-4.36304	 0.635838
-4.35971	 0.651287
-4.35638	 0.534118
-4.35304	 0.69805
-4.34971	 0.575371
-4.34638	 0.47489
-4.34304	 0.647188
-4.33971	 0.696073
-4.33638	 0.615363
-4.33304	 0.513353
-4.32971	 0.70687
-4.32638	 0.743771
-4.32305	 0.690833
-4.31971	 0.731726
-4.31638	 0.629911
-4.31305	 0.644811
-4.30971	 0.631111
-4.30638	 0.481846
-4.30305	 0.68145
-4.29971	 0.67363
-4.29638	 0.63239
-4.29305	 0.734779
-4.28971	 0.537235
-4.28638	 0.582836
-4.28305	 0.588527
-4.27971	 0.5917
-4.27638	 0.668759
-4.27305	 0.575379
-4.26972	 0.626142
-4.26638	 0.569666
-4.26305	 0.696648
-4.25972	 0.586108
-4.25638	 0.599335
-4.25305	 0.735656
-4.24972	 0.644307
-4.24638	 0.492545
-4.24305	 0.711754
-4.23972	 0.723687
-4.23638	 0.560737
-4.23305	 0.689765
-4.22972	 0.604341
-4.22638	 0.660137
-4.22305	 0.767851
-4.21972	 0.712473
-4.21639	 0.528284
-4.21305	 0.645642
-4.20972	 0.534717
-4.20639	 0.634449
-4.20305	 0.654025
-4.19972	 0.631
-4.19639	 0.633488
-4.19305	 0.611123
-4.18972	 0.519344
-4.18639	 0.639612
-4.18305	 0.695665
-4.17972	 0.711851
-4.17639	 0.583054
-4.17306	 0.625347
-4.16972	 0.555029
-4.16639	 0.544998
-4.16306	 0.538532
-4.15972	 0.583406
-4.15639	 0.651804
-4.15306	 0.607691
-4.14972	 0.696755
-4.14639	 0.58187
-4.14306	 0.590636
-4.13972	 0.605882
-4.13639	 0.725547
-4.13306	 0.612427
-4.12972	 0.682781
-4.12639	 0.674886
-4.12306	 0.735389
-4.11973	 0.608191
-4.11639	 0.596494
-4.11306	 0.542968
-4.10973	 0.535962
-4.10639	 0.603942
-4.10306	 0.504186
-4.09973	 0.632148
-4.09639	 0.721171
-4.09306	 0.649129
-4.08973	 0.544528
-4.08639	 0.707936
-4.08306	 0.505491
-4.07973	 0.509145
-4.07639	 0.522434
-4.07306	 0.656526
-4.06973	 0.699355
-4.0664	 0.765215
-4.06306	 0.690503
-4.05973	 0.646351
-4.0564	 0.539323
-4.05306	 0.783898
-4.04973	 0.621078
-4.0464	 0.651487
-4.04306	 0.594397
-4.03973	 0.546438
-4.0364	 0.789215
-4.03306	 0.531319
-4.02973	 0.604921
-4.0264	 0.666767
-4.02307	 0.633575
-4.01973	 0.644548
-4.0164	 0.589438
-4.01307	 0.6515
-4.00973	 0.768505
-4.0064	 0.642778
-4.00307	 0.732375
-3.99973	 0.575714
-3.9964	 0.571526
-3.99307	 0.754732
-3.98973	 0.504436
-3.9864	 0.663235
-3.98307	 0.628649
-3.97973	 0.647015
-3.9764	 0.578788
-3.97307	 0.771738
-3.96974	 0.60089
-3.9664	 0.438434
-3.96307	 0.654131
-3.95974	 0.575792
-3.9564	 0.620792
-3.95307	 0.643136
-3.94974	 0.691988
-3.9464	 0.588925
-3.94307	 0.65817
-3.93974	 0.662194
-3.9364	 0.584064
-3.93307	 0.627947
-3.92974	 0.552896
-3.9264	 0.711832
-3.92307	 0.740548
-3.91974	 0.6149
-3.91641	 0.95305
-3.91307	 0.683884
-3.90974	 0.64992
-3.90641	 0.681669
-3.90307	 0.74479
-3.89974	 0.618291
-3.89641	 0.576139
-3.89307	 0.666836
-3.88974	 0.696003
-3.88641	 0.655468
-3.88307	 0.731841
-3.87974	 0.729935
-3.87641	 0.759066
-3.87308	 0.661241
-3.86974	 0.74484
-3.86641	 0.701864
-3.86308	 0.569614
-3.85974	 0.691275
-3.85641	 0.746343
-3.85308	 0.567074
-3.84974	 0.680752
-3.84641	 0.706923
-3.84308	 0.675298
-3.83974	 0.581635
-3.83641	 0.761418
-3.83308	 0.732389
-3.82974	 0.669531
-3.82641	 0.798273
-3.82308	 0.582892
-3.81975	 0.71118
-3.81641	 0.711724
-3.81308	 0.699164
-3.80975	 0.575471
-3.80641	 0.588811
-3.80308	 0.574339
-3.79975	 0.582791
-3.79641	 0.589528
-3.79308	 0.875955
-3.78975	 0.791756
-3.78641	 0.700617
-3.78308	 0.71624
-3.77975	 0.821826
-3.77641	 0.861863
-3.77308	 0.712029
-3.76975	 0.659265
-3.76642	 0.716103
-3.76308	 0.705809
-3.75975	 0.705445
-3.75642	 0.587297
-3.75308	 0.588423
-3.74975	 0.69674
-3.74642	 0.671542
-3.74308	 0.769165
-3.73975	 0.658435
-3.73642	 0.727296
-3.73308	 0.683829
-3.72975	 0.749421
-3.72642	 0.768195
-3.72309	 0.774769
-3.71975	 0.649224
-3.71642	 0.705907
-3.71309	 0.522921
-3.70975	 0.693791
-3.70642	 0.722979
-3.70309	 0.651186
-3.69975	 0.700123
-3.69642	 0.740663
-3.69309	 0.617278
-3.68975	 0.678381
-3.68642	 0.566212
-3.68309	 0.842727
-3.67975	 0.576689
-3.67642	 0.623222
-3.67309	 0.601838
-3.66976	 0.564163
-3.66642	 0.694134
-3.66309	 0.626524
-3.65976	 0.591679
-3.65642	 0.715806
-3.65309	 0.836479
-3.64976	 0.695052
-3.64642	 0.701507
-3.64309	 0.507563
-3.63976	 0.657511
-3.63642	 0.69827
-3.63309	 0.667448
-3.62976	 0.743562
-3.62642	 0.735508
-3.62309	 0.70397
-3.61976	 0.676044
-3.61643	 0.651816
-3.61309	 0.661485
-3.60976	 0.633309
-3.60643	 0.750545
-3.60309	 0.674805
-3.59976	 0.660514
-3.59643	 0.589551
-3.59309	 0.638214
-3.58976	 0.707906
-3.58643	 0.699354
-3.58309	 0.670193
-3.57976	 0.646472
-3.57643	 0.697969
-3.5731	 0.793054
-3.56976	 0.656524
-3.56643	 0.753928
-3.5631	 0.636189
-3.55976	 0.636631
-3.55643	 0.68044
-3.5531	 0.709083
-3.54976	 0.647468
-3.54643	 0.609932
-3.5431	 0.610993
-3.53976	 0.723332
-3.53643	 0.823416
-3.5331	 0.753743
-3.52976	 0.745594
-3.52643	 0.472925
-3.5231	 0.657209
-3.51977	 0.745369
-3.51643	 0.721648
-3.5131	 0.66147
-3.50977	 0.840949
-3.50643	 0.704503
-3.5031	 0.839643
-3.49977	 0.704593
-3.49643	 0.741486
-3.4931	 0.677943
-3.48977	 0.676414
-3.48643	 0.882524
-3.4831	 0.629364
