# Delay[ns]	Correlation 	
-150	1.01949
-149.995	1.02002
-149.99	1.01907
-149.985	1.01649
-149.98	1.01347
-149.975	1.01066
-149.97	1.01083
-149.965	1.01155
-149.96	1.01224
-149.955	1.01268
-149.95	1.01378
-149.945	1.01373
-149.94	1.01285
-149.935	1.01325
-149.93	1.01425
-149.925	1.01387
-149.92	1.01091
-149.915	1.00843
-149.91	1.00702
-149.905	1.00484
-149.9	1.0051
-149.895	1.0063
-149.89	1.00609
-149.885	1.00479
-149.88	1.00294
-149.875	1.00009
-149.87	0.998278
-149.865	0.995456
-149.86	0.993429
-149.855	0.993553
-149.85	0.995613
-149.845	0.998996
-149.84	1.00154
-149.835	1.00359
-149.83	1.00471
-149.825	1.00443
-149.82	1.00362
-149.815	1.00359
-149.81	1.00218
-149.805	1.00035
-149.8	0.99791
-149.795	0.996644
-149.79	0.996886
-149.785	0.997587
-149.78	0.997142
-149.775	0.993762
-149.77	0.990081
-149.765	0.98927
-149.76	0.990605
-149.755	0.9907
-149.75	0.988813
-149.745	0.985547
-149.74	0.981852
-149.735	0.980795
-149.73	0.981167
-149.725	0.980592
-149.72	0.981922
-149.715	0.983932
-149.71	0.985958
-149.705	0.989559
-149.7	0.992517
-149.695	0.9948
-149.69	0.994989
-149.685	0.99568
-149.68	0.996782
-149.675	0.998579
-149.67	0.998399
-149.665	0.997541
-149.66	0.998309
-149.655	1.00036
-149.65	1.00367
-149.645	1.00527
-149.64	1.00714
-149.635	1.00625
-149.63	1.00408
-149.625	1.00204
-149.62	1.00095
-149.615	1.00122
-149.61	1.00373
-149.605	1.00443
-149.6	1.00291
-149.595	1.00519
-149.59	1.0086
-149.585	1.00926
-149.58	1.0075
-149.575	1.00659
-149.57	1.00455
-149.565	1.00193
-149.56	0.998001
-149.555	0.99526
-149.55	0.994289
-149.545	0.995583
-149.54	0.997471
-149.535	0.999418
-149.53	1.00251
-149.525	1.00453
-149.52	1.00216
-149.515	0.998959
-149.51	0.996958
-149.505	0.992922
-149.5	0.990329
-149.495	0.988544
-149.49	0.990136
-149.485	0.992146
-149.48	0.992582
-149.475	0.993041
-149.47	0.993466
-149.465	0.993534
-149.46	0.994573
-149.455	0.994486
-149.45	0.995322
-149.445	0.99456
-149.44	0.994613
-149.435	0.995011
-149.43	0.994861
-149.425	0.993601
-149.42	0.992421
-149.415	0.990291
-149.41	0.988325
-149.405	0.986921
-149.4	0.986247
-149.395	0.985702
-149.39	0.984517
-149.385	0.984949
-149.38	0.987345
-149.375	0.990245
-149.37	0.990407
-149.365	0.991602
-149.36	0.993968
-149.355	0.997699
-149.35	1.00111
-149.345	1.00449
-149.34	1.0072
-149.335	1.01069
-149.33	1.01387
-149.325	1.01651
-149.32	1.01752
-149.315	1.01593
-149.31	1.01236
-149.305	1.00919
-149.3	1.00912
-149.295	1.00781
-149.29	1.00683
-149.285	1.0069
-149.28	1.00765
-149.275	1.00636
-149.27	1.00439
-149.265	1.00465
-149.26	1.00315
-149.255	1.00084
-149.25	0.996813
-149.245	0.996173
-149.24	0.996351
-149.235	0.997026
-149.23	0.997857
-149.225	0.999734
-149.22	0.998921
-149.215	0.995759
-149.21	0.993749
-149.205	0.994837
-149.2	0.996351
-149.195	0.995567
-149.19	0.993944
-149.185	0.994756
-149.18	0.994628
-149.175	0.994586
-149.17	0.993196
-149.165	0.991261
-149.16	0.990788
-149.155	0.992886
-149.15	0.995857
-149.145	0.995945
-149.14	0.9945
-149.135	0.99406
-149.13	0.993588
-149.125	0.991995
-149.12	0.98959
-149.115	0.988235
-149.11	0.987655
-149.105	0.988395
-149.1	0.990153
-149.095	0.992118
-149.09	0.993492
-149.085	0.995378
-149.08	0.996651
-149.075	0.999968
-149.07	1.00294
-149.065	1.00354
-149.06	1.00175
-149.055	0.999975
-149.05	0.99942
-149.045	0.999739
-149.04	1.00135
-149.035	1.00301
-149.03	1.00591
-149.025	1.0096
-149.02	1.01221
-149.015	1.01158
-149.01	1.00792
-149.005	1.0051
-149	1.00467
-148.995	1.00328
-148.99	1.00286
-148.985	1.00388
-148.98	1.00517
-148.975	1.00604
-148.97	1.00553
-148.965	1.00682
-148.96	1.00889
-148.955	1.00993
-148.95	1.00882
-148.945	1.00599
-148.94	1.0017
-148.935	0.998841
-148.93	0.995827
-148.925	0.992179
-148.92	0.990867
-148.915	0.991553
-148.91	0.993278
-148.905	0.99532
-148.9	0.99605
-148.895	0.996088
-148.89	0.994491
-148.885	0.992532
-148.88	0.991708
-148.875	0.98932
-148.87	0.988573
-148.865	0.988899
-148.86	0.990302
-148.855	0.990269
-148.85	0.991119
-148.845	0.992048
-148.84	0.992367
-148.835	0.992883
-148.83	0.993061
-148.825	0.992505
-148.82	0.992664
-148.815	0.992334
-148.81	0.992473
-148.805	0.993735
-148.8	0.994794
-148.795	0.995674
-148.79	0.997688
-148.785	0.998466
-148.78	1.00008
-148.775	1.00224
-148.77	1.00439
-148.765	1.00563
-148.76	1.00566
-148.755	1.00398
-148.75	1.00262
-148.745	1.00411
-148.74	1.00622
-148.735	1.00955
-148.73	1.01299
-148.725	1.01447
-148.72	1.01772
-148.715	1.02147
-148.71	1.02335
-148.705	1.02246
-148.7	1.02061
-148.695	1.01878
-148.69	1.01734
-148.685	1.01603
-148.68	1.01498
-148.675	1.01359
-148.67	1.01289
-148.665	1.01337
-148.66	1.01414
-148.655	1.01202
-148.65	1.01117
-148.645	1.01064
-148.64	1.01112
-148.635	1.01173
-148.63	1.01179
-148.625	1.00988
-148.62	1.00554
-148.615	0.999752
-148.61	0.995221
-148.605	0.990518
-148.6	0.98635
-148.595	0.983108
-148.59	0.982297
-148.585	0.982904
-148.58	0.982361
-148.575	0.981661
-148.57	0.982744
-148.565	0.985373
-148.56	0.986488
-148.555	0.98864
-148.55	0.992072
-148.545	0.996224
-148.54	0.997375
-148.535	0.997061
-148.53	0.995949
-148.525	0.994787
-148.52	0.994627
-148.515	0.996133
-148.51	0.998783
-148.505	1.00192
-148.5	1.00376
-148.495	1.00514
-148.49	1.00572
-148.485	1.00546
-148.48	1.00702
-148.475	1.00785
-148.47	1.00803
-148.465	1.00816
-148.46	1.00709
-148.455	1.00579
-148.45	1.0056
-148.445	1.00569
-148.44	1.00454
-148.435	1.00382
-148.43	1.00301
-148.425	1.0022
-148.42	1.0013
-148.415	0.999964
-148.41	0.998246
-148.405	0.999179
-148.4	1.00173
-148.395	1.00284
-148.39	1.00272
-148.385	1.00123
-148.38	0.999461
-148.375	0.997454
-148.37	0.995522
-148.365	0.993834
-148.36	0.99425
-148.355	0.994751
-148.35	0.994551
-148.345	0.993187
-148.34	0.992429
-148.335	0.99346
-148.33	0.995033
-148.325	0.996508
-148.32	0.998223
-148.315	0.997974
-148.31	0.99735
-148.305	0.996993
-148.3	0.996812
-148.295	0.999581
-148.29	1.00156
-148.285	1.00195
-148.28	1.0033
-148.275	1.00301
-148.27	1.00244
-148.265	1.00101
-148.26	0.999063
-148.255	0.998296
-148.25	0.998974
-148.245	1.00019
-148.24	0.999342
-148.235	0.999116
-148.23	0.998548
-148.225	0.996323
-148.22	0.99533
-148.215	0.994794
-148.21	0.994361
-148.205	0.992831
-148.2	0.991164
-148.195	0.989284
-148.19	0.987327
-148.185	0.988117
-148.18	0.988806
-148.175	0.988885
-148.17	0.99012
-148.165	0.994198
-148.16	0.997531
-148.155	0.999886
-148.15	1.00138
-148.145	1.00187
-148.14	1.00023
-148.135	1.00026
-148.13	1.00238
