# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.00784142
-4.99633	 0.00813767
-4.993	 0.00825493
-4.98967	 0.0058791
-4.98633	 0.00635228
-4.983	 0.00690268
-4.97967	 0.00435535
-4.97633	 0.00523042
-4.973	 0.00626446
-4.96967	 0.00491531
-4.96634	 0.00607351
-4.963	 0.00816173
-4.95967	 0.00536557
-4.95634	 0.00680698
-4.953	 0.00687456
-4.94967	 0.00582917
-4.94634	 0.0069746
-4.943	 0.00727275
-4.93967	 0.00571866
-4.93634	 0.00955339
-4.933	 0.0101576
-4.92967	 0.00985854
-4.92634	 0.00842346
-4.92301	 0.00915697
-4.91967	 0.00802676
-4.91634	 0.00730937
-4.91301	 0.00819612
-4.90967	 0.00625225
-4.90634	 0.00890368
-4.90301	 0.00632635
-4.89967	 0.00802068
-4.89634	 0.00883737
-4.89301	 0.00786121
-4.88967	 0.0103167
-4.88634	 0.00629401
-4.88301	 0.00839303
-4.87967	 0.0128645
-4.87634	 0.0095245
-4.87301	 0.00813046
-4.86968	 0.00612585
-4.86634	 0.00645676
-4.86301	 0.0169122
-4.85968	 0.0080365
-4.85634	 0.00977734
-4.85301	 0.00488214
-4.84968	 0.00933154
-4.84634	 0.00861559
-4.84301	 0.00818103
-4.83968	 0.0100229
-4.83634	 0.0106247
-4.83301	 0.00907591
-4.82968	 0.00849332
-4.82634	 0.00733362
-4.82301	 0.00949839
-4.81968	 0.0085861
-4.81635	 0.0101846
-4.81301	 0.00760408
-4.80968	 0.010602
-4.80635	 0.00650287
-4.80301	 0.00822444
-4.79968	 0.0105485
-4.79635	 0.00900406
-4.79301	 0.00735036
-4.78968	 0.00848962
-4.78635	 0.00794969
-4.78301	 0.0112639
-4.77968	 0.00785119
-4.77635	 0.0106882
-4.77302	 0.00503895
-4.76968	 0.00781687
-4.76635	 0.00629506
-4.76302	 0.012696
-4.75968	 0.0126175
-4.75635	 0.00744886
-4.75302	 0.00729337
-4.74968	 0.00966402
-4.74635	 0.00605581
-4.74302	 0.0080613
-4.73968	 0.00904634
-4.73635	 0.00946208
-4.73302	 0.00988515
-4.72968	 0.00801237
-4.72635	 0.0118037
-4.72302	 0.00437272
-4.71969	 0.0098766
-4.71635	 0.00644062
-4.71302	 0.00793465
-4.70969	 0.0056603
-4.70635	 0.00717608
-4.70302	 0.00826147
-4.69969	 0.00488501
-4.69635	 0.00516663
-4.69302	 0.00894804
-4.68969	 0.00645953
-4.68635	 0.00727367
-4.68302	 0.00829539
-4.67969	 0.00835777
-4.67635	 0.00512659
-4.67302	 0.00832025
-4.66969	 0.00696834
-4.66636	 0.00652077
-4.66302	 0.00809414
-4.65969	 0.00657775
-4.65636	 0.00489137
-4.65302	 0.00993597
-4.64969	 0.0069079
-4.64636	 0.00431436
-4.64302	 0.00597613
-4.63969	 0.00724647
-4.63636	 0.00552589
-4.63302	 0.00497708
-4.62969	 0.00300349
-4.62636	 0.00608392
-4.62303	 0.00455007
-4.61969	 0.00605869
-4.61636	 0.00588541
-4.61303	 0.00478276
-4.60969	 0.00219742
-4.60636	 0.00689753
-4.60303	 0.00430944
-4.59969	 0.00621157
-4.59636	 0.00490815
-4.59303	 0.00355367
-4.58969	 0.00403082
-4.58636	 0.00700668
-4.58303	 0.00465973
-4.57969	 0.00745391
-4.57636	 0.0052958
-4.57303	 0.00825986
-4.5697	 0.00590094
-4.56636	 0.00365112
-4.56303	 0.00479721
-4.5597	 0.00326131
-4.55636	 0.00565724
-4.55303	 0.00473942
-4.5497	 0.00439743
-4.54636	 0.00412046
-4.54303	 0.00397458
-4.5397	 0.00652216
-4.53636	 0.00422701
-4.53303	 0.00566354
-4.5297	 0.00225421
-4.52636	 0.00463005
-4.52303	 0.00515801
-4.5197	 0.00529652
-4.51637	 0.00429298
-4.51303	 0.00375747
-4.5097	 0.00575686
-4.50637	 0.00551579
-4.50303	 0.0038038
-4.4997	 0.00513916
-4.49637	 0.00550826
-4.49303	 0.00547931
-4.4897	 0.00542884
-4.48637	 0.0044617
-4.48303	 0.00308503
-4.4797	 0.00692413
-4.47637	 0.00345669
-4.47304	 0.00320311
-4.4697	 0.00288084
-4.46637	 0.00546869
-4.46304	 0.00404177
-4.4597	 0.00298928
-4.45637	 0.00454791
-4.45304	 0.00373857
-4.4497	 0.00753895
-4.44637	 0.00383345
-4.44304	 0.00345463
-4.4397	 0.00251526
-4.43637	 0.00257757
-4.43304	 0.00337494
-4.4297	 0.00352347
-4.42637	 0.00345929
-4.42304	 0.00342657
-4.41971	 0.00470508
-4.41637	 0.00476456
-4.41304	 0.00446107
-4.40971	 0.00512717
-4.40637	 0.00376095
-4.40304	 0.00251989
-4.39971	 0.00230537
