# Delay[ns]	Correlation 	
-150	1.00101
-149.995	0.99829
-149.99	0.995846
-149.985	0.994227
-149.98	0.992774
-149.975	0.992546
-149.97	0.993193
-149.965	0.993857
-149.96	0.994696
-149.955	0.996043
-149.95	0.996809
-149.945	0.99671
-149.94	0.997759
-149.935	0.99804
-149.93	0.996794
-149.925	0.994781
-149.92	0.993607
-149.915	0.992422
-149.91	0.992079
-149.905	0.991557
-149.9	0.990752
-149.895	0.990046
-149.89	0.988437
-149.885	0.987176
-149.88	0.985538
-149.875	0.983226
-149.87	0.980526
-149.865	0.977398
-149.86	0.975955
-149.855	0.975331
-149.85	0.97523
-149.845	0.976651
-149.84	0.979677
-149.835	0.981979
-149.83	0.984553
-149.825	0.987772
-149.82	0.991404
-149.815	0.994673
-149.81	0.99701
-149.805	0.998253
-149.8	0.9993
-149.795	0.999003
-149.79	0.998241
-149.785	0.998253
-149.78	0.997421
-149.775	0.996289
-149.77	0.994887
-149.765	0.99349
-149.76	0.9917
-149.755	0.990957
-149.75	0.990374
-149.745	0.990223
-149.74	0.99109
-149.735	0.99248
-149.73	0.994708
-149.725	0.99629
-149.72	0.996388
-149.715	0.998003
-149.71	1.00051
-149.705	1.00335
-149.7	1.00512
-149.695	1.00641
-149.69	1.00879
-149.685	1.01057
-149.68	1.01101
-149.675	1.01087
-149.67	1.01195
-149.665	1.01256
-149.66	1.01334
-149.655	1.01391
-149.65	1.01434
-149.645	1.01519
-149.64	1.01587
-149.635	1.01521
-149.63	1.01239
-149.625	1.00974
-149.62	1.00849
-149.615	1.00798
-149.61	1.00715
-149.605	1.00558
-149.6	1.00531
-149.595	1.00591
-149.59	1.00728
-149.585	1.00873
-149.58	1.01021
-149.575	1.01114
-149.57	1.0116
-149.565	1.01258
-149.56	1.01315
-149.555	1.01372
-149.55	1.01383
-149.545	1.01482
-149.54	1.01515
-149.535	1.0146
-149.53	1.01451
-149.525	1.01429
-149.52	1.014
-149.515	1.01456
-149.51	1.01448
-149.505	1.01313
-149.5	1.0131
-149.495	1.01203
-149.49	1.01141
-149.485	1.01118
-149.48	1.01201
-149.475	1.01143
-149.47	1.00939
-149.465	1.00735
-149.46	1.00659
-149.455	1.00642
-149.45	1.00601
-149.445	1.00608
-149.44	1.00558
-149.435	1.00471
-149.43	1.0037
-149.425	1.0027
-149.42	1.00144
-149.415	1.00045
-149.41	0.999319
-149.405	0.998691
-149.4	0.998698
-149.395	0.998937
-149.39	0.99764
-149.385	0.998544
-149.38	1.00079
-149.375	1.00409
-149.37	1.00711
-149.365	1.01052
