# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.253628
-4.99633	 0.552912
-4.993	 0.583067
-4.98967	 0.821314
-4.98633	 0.567334
-4.983	 0.645082
-4.97967	 0.591025
-4.97633	 0.546631
-4.973	 0.712731
-4.96967	 0.492924
-4.96634	 0.676783
-4.963	 0.622992
-4.95967	 0.741311
-4.95634	 0.771591
-4.953	 0.620241
-4.94967	 0.708365
-4.94634	 0.806835
-4.943	 0.494645
-4.93967	 0.561851
-4.93634	 0.450376
-4.933	 0.379756
-4.92967	 0.727788
-4.92634	 0.540902
-4.92301	 1.01665
-4.91967	 0.246131
-4.91634	 0.805081
-4.91301	 0.233267
-4.90967	 0.516085
-4.90634	 0.594697
-4.90301	 0.632766
-4.89967	 0.67918
-4.89634	 0.317548
-4.89301	 0.905897
-4.88967	 0.564185
-4.88634	 0.499726
-4.88301	 0.574466
-4.87967	 0.594621
-4.87634	 0.809571
-4.87301	 0.49795
-4.86968	 0.435681
-4.86634	 0.565775
-4.86301	 0.527994
-4.85968	 0.41358
-4.85634	 0.475162
-4.85301	 0.420984
-4.84968	 0.343587
-4.84634	 0.544882
-4.84301	 0.558523
-4.83968	 0.362823
-4.83634	 0.467111
-4.83301	 0.669256
-4.82968	 0.557229
-4.82634	 0.604924
-4.82301	 0.402063
-4.81968	 0.741244
-4.81635	 0.580776
-4.81301	 0.687024
-4.80968	 0.671608
-4.80635	 0.570119
-4.80301	 0.620435
-4.79968	 0.693191
-4.79635	 0.693601
-4.79301	 0.858615
-4.78968	 0.728227
-4.78635	 1.05331
-4.78301	 0.558578
-4.77968	 0.52742
-4.77635	 0.603378
-4.77302	 0.615887
-4.76968	 0.631809
-4.76635	 0.527745
-4.76302	 0.500048
-4.75968	 0.542763
-4.75635	 0.260482
-4.75302	 0.694827
-4.74968	 0.607595
-4.74635	 0.952532
-4.74302	 0.537003
-4.73968	 0.671593
-4.73635	 0.902159
-4.73302	 0.338595
-4.72968	 0.383689
-4.72635	 0.790437
-4.72302	 0.779031
-4.71969	 0.661378
-4.71635	 0.526941
-4.71302	 0.44018
-4.70969	 0.604417
-4.70635	 0.582033
-4.70302	 0.378428
-4.69969	 0.464052
-4.69635	 0.565078
-4.69302	 0.660168
-4.68969	 0.780421
-4.68635	 0.689846
-4.68302	 0.574299
-4.67969	 0.733261
-4.67635	 0.615793
-4.67302	 0.494884
-4.66969	 0.952494
-4.66636	 0.438702
-4.66302	 0.535365
-4.65969	 0.684394
-4.65636	 0.447276
-4.65302	 0.907561
-4.64969	 0.572346
-4.64636	 0.80586
-4.64302	 0.582619
-4.63969	 0.518935
-4.63636	 0.670038
-4.63302	 0.297503
-4.62969	 0.365799
-4.62636	 0.539902
-4.62303	 0.670164
-4.61969	 0.449662
-4.61636	 0.726092
-4.61303	 0.798328
-4.60969	 0.712754
-4.60636	 0.838503
-4.60303	 0.582484
-4.59969	 0.34187
-4.59636	 0.695676
-4.59303	 0.889732
-4.58969	 0.234744
-4.58636	 0.673283
-4.58303	 0.470993
-4.57969	 0.678855
-4.57636	 0.518688
-4.57303	 0.706347
-4.5697	 0.955662
-4.56636	 0.679425
-4.56303	 0.808206
-4.5597	 0.483735
-4.55636	 0.567582
-4.55303	 0.794056
-4.5497	 0.846818
-4.54636	 0.470083
-4.54303	 0.796299
-4.5397	 0.485742
-4.53636	 0.371367
-4.53303	 0.603355
-4.5297	 1.02
-4.52636	 0.609579
-4.52303	 0.460892
-4.5197	 0.878922
-4.51637	 0.633418
-4.51303	 0.647456
-4.5097	 0.656456
-4.50637	 0.560906
-4.50303	 0.688219
-4.4997	 0.782912
-4.49637	 0.471202
-4.49303	 0.789713
-4.4897	 0.733459
-4.48637	 1.03492
-4.48303	 0.594549
-4.4797	 0.752408
-4.47637	 0.610087
-4.47304	 0.526822
