# Delay[ns]	Correlation 	
-150	0.998
-149.995	0.997761
-149.99	0.997531
-149.985	0.997551
-149.98	0.997884
-149.975	0.998151
-149.97	0.998335
-149.965	0.998658
-149.96	0.998698
-149.955	0.998473
-149.95	0.998242
-149.945	0.99799
-149.94	0.997872
-149.935	0.997979
-149.93	0.99801
-149.925	0.998011
-149.92	0.998087
-149.915	0.998268
-149.91	0.998029
-149.905	0.997598
-149.9	0.997257
-149.895	0.996808
-149.89	0.996352
-149.885	0.996197
-149.88	0.996169
-149.875	0.996185
-149.87	0.996306
-149.865	0.996581
-149.86	0.997229
-149.855	0.997818
-149.85	0.998403
-149.845	0.999034
-149.84	0.999667
-149.835	1.00028
-149.83	1.00073
-149.825	1.00071
-149.82	1.00036
-149.815	1.00004
-149.81	0.999849
-149.805	0.999429
-149.8	0.999052
-149.795	0.99871
-149.79	0.998337
-149.785	0.998157
-149.78	0.998122
-149.775	0.998239
-149.77	0.998207
-149.765	0.99811
-149.76	0.998095
-149.755	0.99825
-149.75	0.998538
-149.745	0.998954
-149.74	0.999343
-149.735	0.999486
-149.73	0.999462
-149.725	0.999199
-149.72	0.998946
-149.715	0.998809
-149.71	0.998637
-149.705	0.998456
-149.7	0.998397
-149.695	0.998432
-149.69	0.998591
-149.685	0.998689
-149.68	0.998675
-149.675	0.998728
-149.67	0.99903
-149.665	0.999207
-149.66	0.999276
-149.655	0.999241
-149.65	0.999003
-149.645	0.998826
-149.64	0.998791
-149.635	0.998895
-149.63	0.99903
-149.625	0.999099
-149.62	0.99911
-149.615	0.998964
-149.61	0.99888
-149.605	0.998667
-149.6	0.99848
-149.595	0.998421
-149.59	0.998176
-149.585	0.998196
-149.58	0.998342
-149.575	0.998325
-149.57	0.998656
-149.565	0.998866
-149.56	0.999063
-149.555	0.999186
-149.55	0.999339
-149.545	0.999472
-149.54	0.99954
-149.535	0.999592
-149.53	0.99988
-149.525	1.00018
-149.52	1.00047
-149.515	1.00061
-149.51	1.00073
-149.505	1.00105
-149.5	1.00149
-149.495	1.00192
-149.49	1.00234
-149.485	1.00287
-149.48	1.0033
-149.475	1.00376
-149.47	1.00404
-149.465	1.0041
-149.46	1.00396
-149.455	1.00399
-149.45	1.00414
-149.445	1.00413
-149.44	1.00392
-149.435	1.00361
-149.43	1.00332
-149.425	1.00332
-149.42	1.00337
-149.415	1.00322
-149.41	1.00326
-149.405	1.00359
-149.4	1.00383
-149.395	1.00379
-149.39	1.00351
-149.385	1.0034
-149.38	1.0034
-149.375	1.00362
-149.37	1.00372
-149.365	1.00364
-149.36	1.00353
-149.355	1.00354
-149.35	1.00334
-149.345	1.00315
-149.34	1.00315
-149.335	1.00323
-149.33	1.00304
-149.325	1.00285
-149.32	1.00275
-149.315	1.0027
-149.31	1.00241
-149.305	1.00224
-149.3	1.00198
-149.295	1.00173
-149.29	1.00152
