# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.292548
-4.99633	 0.593303
-4.993	 0.566268
-4.98967	 0.660863
-4.98633	 0.463943
-4.983	 0.459603
-4.97967	 0.478037
-4.97633	 0.431193
-4.973	 0.638704
-4.96967	 0.502458
-4.96634	 0.628256
-4.963	 0.614846
-4.95967	 0.613014
-4.95634	 0.592315
-4.953	 0.411819
-4.94967	 0.480935
-4.94634	 0.617238
-4.943	 0.598454
-4.93967	 0.556214
-4.93634	 0.423958
-4.933	 0.299319
-4.92967	 0.465621
-4.92634	 0.463151
-4.92301	 0.668919
-4.91967	 0.360997
-4.91634	 0.609619
-4.91301	 0.306742
-4.90967	 0.505642
-4.90634	 0.562728
-4.90301	 0.498836
-4.89967	 0.501368
-4.89634	 0.403267
-4.89301	 0.676477
-4.88967	 0.470033
-4.88634	 0.366176
-4.88301	 0.491193
-4.87967	 0.584814
-4.87634	 0.608788
-4.87301	 0.446263
-4.86968	 0.455476
-4.86634	 0.6744
-4.86301	 0.402077
-4.85968	 0.418118
-4.85634	 0.351213
-4.85301	 0.396236
-4.84968	 0.606651
-4.84634	 0.358993
-4.84301	 0.5515
-4.83968	 0.417084
-4.83634	 0.437031
-4.83301	 0.493207
-4.82968	 0.397836
-4.82634	 0.469317
-4.82301	 0.420071
-4.81968	 0.56066
-4.81635	 0.444201
-4.81301	 0.538898
-4.80968	 0.583821
-4.80635	 0.479811
-4.80301	 0.584129
-4.79968	 0.498907
-4.79635	 0.487205
-4.79301	 0.511307
-4.78968	 0.501026
-4.78635	 1.0285
-4.78301	 0.436477
-4.77968	 0.331671
-4.77635	 0.568348
-4.77302	 0.463418
-4.76968	 0.619356
-4.76635	 0.409338
-4.76302	 0.45185
-4.75968	 0.489543
-4.75635	 0.382233
-4.75302	 0.663813
-4.74968	 0.487544
-4.74635	 0.555717
-4.74302	 0.45557
-4.73968	 0.671041
-4.73635	 0.653026
-4.73302	 0.26638
-4.72968	 0.392722
-4.72635	 0.534669
