# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.00100202
-4.99633	 0.00108856
-4.993	 0.00124235
-4.98967	 0.00108734
-4.98633	 0.0012807
-4.983	 0.00118353
-4.97967	 0.00129029
-4.97633	 0.00135935
-4.973	 0.00115552
-4.96967	 0.00133616
-4.96634	 0.00145232
-4.963	 0.00127159
-4.95967	 0.00109236
-4.95634	 0.00137269
-4.953	 0.00134901
-4.94967	 0.00133544
-4.94634	 0.00125588
-4.943	 0.00135382
-4.93967	 0.00113339
-4.93634	 0.00155497
-4.933	 0.00179852
-4.92967	 0.00151652
-4.92634	 0.00146649
-4.92301	 0.00130915
-4.91967	 0.00166163
-4.91634	 0.00182844
-4.91301	 0.00151466
-4.90967	 0.00143568
-4.90634	 0.00123033
-4.90301	 0.00171865
-4.89967	 0.00117284
-4.89634	 0.00183591
-4.89301	 0.00114042
-4.88967	 0.00189528
-4.88634	 0.00150975
-4.88301	 0.00157909
-4.87967	 0.00175718
-4.87634	 0.00185145
-4.87301	 0.00172973
-4.86968	 0.00118459
-4.86634	 0.00188593
-4.86301	 0.00164728
-4.85968	 0.00161231
-4.85634	 0.00156554
-4.85301	 0.00135532
-4.84968	 0.00199241
-4.84634	 0.00174365
-4.84301	 0.00152967
-4.83968	 0.00144222
-4.83634	 0.00183603
-4.83301	 0.00151576
-4.82968	 0.00167798
-4.82634	 0.00188092
-4.82301	 0.00157747
-4.81968	 0.00156481
-4.81635	 0.00193806
-4.81301	 0.00166348
-4.80968	 0.00184235
-4.80635	 0.00162094
-4.80301	 0.00125185
-4.79968	 0.0016309
-4.79635	 0.00170873
-4.79301	 0.00126355
-4.78968	 0.00117608
-4.78635	 0.00146238
-4.78301	 0.00154062
-4.77968	 0.00151003
-4.77635	 0.00131316
-4.77302	 0.00110072
-4.76968	 0.00159515
-4.76635	 0.00108856
-4.76302	 0.00153155
-4.75968	 0.00177345
-4.75635	 0.00155086
-4.75302	 0.00178827
-4.74968	 0.00165903
-4.74635	 0.00146236
-4.74302	 0.00112794
-4.73968	 0.0013057
-4.73635	 0.00159075
-4.73302	 0.00108243
-4.72968	 0.00150998
-4.72635	 0.00147825
-4.72302	 0.000848037
-4.71969	 0.00102196
-4.71635	 0.00121589
-4.71302	 0.00133031
-4.70969	 0.00104158
-4.70635	 0.00111109
-4.70302	 0.00107841
-4.69969	 0.00131036
-4.69635	 0.00109983
-4.69302	 0.00152335
-4.68969	 0.000862074
-4.68635	 0.00102815
-4.68302	 0.00109546
-4.67969	 0.00109028
-4.67635	 0.00106251
-4.67302	 0.00109708
-4.66969	 0.000955828
-4.66636	 0.00107761
-4.66302	 0.00107929
-4.65969	 0.000936016
-4.65636	 0.000927867
-4.65302	 0.0011052
-4.64969	 0.0013663
-4.64636	 0.00077603
-4.64302	 0.000988531
-4.63969	 0.000953138
-4.63636	 0.00076363
-4.63302	 0.000721248
-4.62969	 0.000781466
-4.62636	 0.000846033
-4.62303	 0.000968793
-4.61969	 0.000817582
-4.61636	 0.000782629
-4.61303	 0.000787736
-4.60969	 0.000710951
-4.60636	 0.000964182
-4.60303	 0.00096301
-4.59969	 0.000807761
-4.59636	 0.000629903
-4.59303	 0.000660989
-4.58969	 0.000940689
-4.58636	 0.000905252
-4.58303	 0.000710371
-4.57969	 0.000968652
-4.57636	 0.000802434
-4.57303	 0.000814877
-4.5697	 0.000831148
-4.56636	 0.000618415
-4.56303	 0.000710467
-4.5597	 0.000776358
-4.55636	 0.000776962
-4.55303	 0.00072378
-4.5497	 0.000737258
-4.54636	 0.000644682
-4.54303	 0.000869134
-4.5397	 0.000835787
-4.53636	 0.00072912
-4.53303	 0.000843381
-4.5297	 0.000633616
-4.52636	 0.000634605
-4.52303	 0.000676201
-4.5197	 0.000656565
-4.51637	 0.000620249
-4.51303	 0.000610646
-4.5097	 0.000785376
-4.50637	 0.000735622
-4.50303	 0.000756514
-4.4997	 0.000628812
-4.49637	 0.000750887
-4.49303	 0.000644168
-4.4897	 0.000702502
-4.48637	 0.000576425
-4.48303	 0.000466844
-4.4797	 0.000868145
-4.47637	 0.000586981
-4.47304	 0.000494296
-4.4697	 0.000680126
-4.46637	 0.000591898
-4.46304	 0.000551501
-4.4597	 0.00059225
-4.45637	 0.000657034
-4.45304	 0.000712506
-4.4497	 0.000715929
-4.44637	 0.000559849
-4.44304	 0.000559157
-4.4397	 0.000641548
-4.43637	 0.00056454
-4.43304	 0.00064033
-4.4297	 0.000606678
-4.42637	 0.000567343
-4.42304	 0.000421478
-4.41971	 0.000763585
-4.41637	 0.000633642
-4.41304	 0.000778478
-4.40971	 0.000593091
-4.40637	 0.000634647
-4.40304	 0.000568881
-4.39971	 0.000558758
-4.39637	 0.000628971
-4.39304	 0.000573457
-4.38971	 0.000543019
-4.38637	 0.000495833
-4.38304	 0.000583561
-4.37971	 0.000542315
-4.37637	 0.000562653
-4.37304	 0.000553862
-4.36971	 0.00077801
-4.36638	 0.00068758
-4.36304	 0.000497439
-4.35971	 0.000706072
-4.35638	 0.000561286
-4.35304	 0.000510921
-4.34971	 0.000576889
-4.34638	 0.000596955
-4.34304	 0.000548956
-4.33971	 0.00053912
-4.33638	 0.000633975
-4.33304	 0.000763634
-4.32971	 0.000543915
-4.32638	 0.000578952
-4.32305	 0.000406992
-4.31971	 0.000688934
-4.31638	 0.000529199
-4.31305	 0.00058602
-4.30971	 0.000640622
-4.30638	 0.000601533
-4.30305	 0.00049154
-4.29971	 0.000494981
-4.29638	 0.000592792
-4.29305	 0.000521225
-4.28971	 0.000547117
-4.28638	 0.000523711
-4.28305	 0.000612669
-4.27971	 0.000485116
-4.27638	 0.000495098
-4.27305	 0.000602777
-4.26972	 0.000622426
-4.26638	 0.000616955
-4.26305	 0.000571982
-4.25972	 0.000599183
-4.25638	 0.000522513
-4.25305	 0.000608914
-4.24972	 0.000614951
-4.24638	 0.000599573
-4.24305	 0.000508224
-4.23972	 0.000577374
-4.23638	 0.000568585
-4.23305	 0.000504636
-4.22972	 0.000526711
-4.22638	 0.000518523
-4.22305	 0.000404903
-4.21972	 0.000528253
-4.21639	 0.000607551
-4.21305	 0.000458528
-4.20972	 0.000596071
-4.20639	 0.000468365
-4.20305	 0.000587977
-4.19972	 0.000587629
-4.19639	 0.000594746
-4.19305	 0.000564978
-4.18972	 0.000585702
-4.18639	 0.000628019
-4.18305	 0.000644675
-4.17972	 0.0004728
-4.17639	 0.000591662
-4.17306	 0.000692753
-4.16972	 0.000718062
-4.16639	 0.000468775
-4.16306	 0.000676057
-4.15972	 0.000588636
-4.15639	 0.000444588
-4.15306	 0.00062418
-4.14972	 0.000442911
-4.14639	 0.000716945
-4.14306	 0.000522482
-4.13972	 0.000451692
-4.13639	 0.000545299
-4.13306	 0.000532698
-4.12972	 0.000513991
-4.12639	 0.000659799
-4.12306	 0.000602708
-4.11973	 0.000641947
-4.11639	 0.000509814
-4.11306	 0.000561795
-4.10973	 0.0005717
-4.10639	 0.000669026
-4.10306	 0.000589022
-4.09973	 0.0006219
-4.09639	 0.000623346
-4.09306	 0.000589977
-4.08973	 0.000506356
-4.08639	 0.000427651
-4.08306	 0.000528428
-4.07973	 0.000603442
-4.07639	 0.000531197
-4.07306	 0.000657873
-4.06973	 0.000542312
-4.0664	 0.000559576
-4.06306	 0.000598136
-4.05973	 0.000676905
-4.0564	 0.000838542
-4.05306	 0.000791796
-4.04973	 0.000445394
-4.0464	 0.000682781
-4.04306	 0.000587066
-4.03973	 0.000620011
-4.0364	 0.000625864
-4.03306	 0.000662183
-4.02973	 0.000600064
-4.0264	 0.000651395
-4.02307	 0.000622485
-4.01973	 0.000648096
-4.0164	 0.000657201
-4.01307	 0.000678451
-4.00973	 0.000752276
-4.0064	 0.00088453
-4.00307	 0.00070464
-3.99973	 0.000785288
-3.9964	 0.000609248
-3.99307	 0.000730629
-3.98973	 0.000646598
-3.9864	 0.000738182
-3.98307	 0.000726503
-3.97973	 0.00065854
-3.9764	 0.000591235
-3.97307	 0.000851881
-3.96974	 0.000718571
-3.9664	 0.000830873
-3.96307	 0.000677577
-3.95974	 0.00093422
-3.9564	 0.000651281
-3.95307	 0.000689311
-3.94974	 0.000714333
-3.9464	 0.000805833
-3.94307	 0.000791984
-3.93974	 0.000891635
-3.9364	 0.000799313
-3.93307	 0.000854358
-3.92974	 0.000778035
-3.9264	 0.000674567
-3.92307	 0.000782208
-3.91974	 0.000607677
-3.91641	 0.000684611
-3.91307	 0.000858099
-3.90974	 0.000742073
-3.90641	 0.000884723
-3.90307	 0.000753032
-3.89974	 0.000776194
-3.89641	 0.000719469
-3.89307	 0.000918964
-3.88974	 0.000724996
-3.88641	 0.000809147
-3.88307	 0.000886394
-3.87974	 0.000676901
-3.87641	 0.000811801
-3.87308	 0.00080618
-3.86974	 0.000799158
-3.86641	 0.00097504
-3.86308	 0.000719997
-3.85974	 0.000735754
-3.85641	 0.00118481
-3.85308	 0.000915951
-3.84974	 0.000867716
-3.84641	 0.00136811
-3.84308	 0.00109454
-3.83974	 0.0012309
-3.83641	 0.000621274
-3.83308	 0.0010419
-3.82974	 0.000953324
-3.82641	 0.00119726
-3.82308	 0.00116967
-3.81975	 0.00115658
-3.81641	 0.00102546
-3.81308	 0.00119561
-3.80975	 0.00094335
-3.80641	 0.000821661
-3.80308	 0.00113975
-3.79975	 0.000934199
-3.79641	 0.00140241
-3.79308	 0.00125454
-3.78975	 0.00112954
-3.78641	 0.00102733
-3.78308	 0.00118432
-3.77975	 0.00131709
-3.77641	 0.00120523
-3.77308	 0.00131465
-3.76975	 0.00139396
-3.76642	 0.00153638
-3.76308	 0.00150498
-3.75975	 0.00113183
-3.75642	 0.00120818
-3.75308	 0.00144093
-3.74975	 0.00164018
-3.74642	 0.00177844
-3.74308	 0.00164924
-3.73975	 0.00152253
-3.73642	 0.00142641
-3.73308	 0.00127212
-3.72975	 0.00160074
-3.72642	 0.0015826
-3.72309	 0.00174221
-3.71975	 0.00155608
-3.71642	 0.00157766
-3.71309	 0.00144519
-3.70975	 0.00198285
-3.70642	 0.0017516
-3.70309	 0.00180287
-3.69975	 0.0017888
-3.69642	 0.00169853
-3.69309	 0.00178432
-3.68975	 0.00171075
-3.68642	 0.0013906
-3.68309	 0.00168165
-3.67975	 0.00188295
-3.67642	 0.00145797
-3.67309	 0.00178647
-3.66976	 0.00174801
-3.66642	 0.00195847
-3.66309	 0.00165889
-3.65976	 0.00177612
-3.65642	 0.00235891
-3.65309	 0.00199752
-3.64976	 0.0018078
-3.64642	 0.00191538
-3.64309	 0.00181464
-3.63976	 0.00245621
-3.63642	 0.0016831
-3.63309	 0.0020265
-3.62976	 0.00249422
-3.62642	 0.00246392
-3.62309	 0.00161029
-3.61976	 0.00189659
-3.61643	 0.00318868
-3.61309	 0.00221427
-3.60976	 0.00239258
-3.60643	 0.00196314
-3.60309	 0.00243909
-3.59976	 0.00228035
-3.59643	 0.00260516
-3.59309	 0.00244126
-3.58976	 0.0024937
-3.58643	 0.00282299
-3.58309	 0.00276207
-3.57976	 0.00196899
-3.57643	 0.00265387
-3.5731	 0.00229655
-3.56976	 0.00214917
-3.56643	 0.00235932
-3.5631	 0.00267529
-3.55976	 0.00196479
-3.55643	 0.00206175
-3.5531	 0.00242146
-3.54976	 0.00228247
-3.54643	 0.00269519
-3.5431	 0.0019978
-3.53976	 0.00134234
-3.53643	 0.00188527
-3.5331	 0.00207435
-3.52976	 0.0014822
-3.52643	 0.00135573
-3.5231	 0.00143217
-3.51977	 0.00174356
-3.51643	 0.00151441
-3.5131	 0.00140077
-3.50977	 0.00135866
-3.50643	 0.00159095
-3.5031	 0.00146272
-3.49977	 0.00157871
-3.49643	 0.00139468
-3.4931	 0.00160604
-3.48977	 0.00150664
-3.48643	 0.00125613
-3.4831	 0.00133896
-3.47977	 0.00132841
-3.47643	 0.0013615
-3.4731	 0.00119318
-3.46977	 0.00126231
-3.46644	 0.00124165
-3.4631	 0.00140619
-3.45977	 0.00120289
-3.45644	 0.00110084
-3.4531	 0.00144935
-3.44977	 0.00119413
-3.44644	 0.000923016
-3.4431	 0.00124835
-3.43977	 0.000931634
-3.43644	 0.00110102
-3.4331	 0.00109217
-3.42977	 0.00103514
-3.42644	 0.000898867
-3.42311	 0.00116235
-3.41977	 0.00115864
-3.41644	 0.00122045
-3.41311	 0.00103943
-3.40977	 0.00112524
-3.40644	 0.00101126
-3.40311	 0.000901145
-3.39977	 0.00106788
-3.39644	 0.000818533
-3.39311	 0.00108633
-3.38977	 0.00102935
-3.38644	 0.000830915
-3.38311	 0.000817015
-3.37977	 0.000870231
-3.37644	 0.00106216
-3.37311	 0.000950657
-3.36978	 0.000851078
-3.36644	 0.000871416
-3.36311	 0.000946933
-3.35978	 0.00093142
-3.35644	 0.000822602
-3.35311	 0.000861423
-3.34978	 0.000777365
-3.34644	 0.00103557
-3.34311	 0.000714697
-3.33978	 0.000652887
-3.33644	 0.000773337
-3.33311	 0.000565785
-3.32978	 0.000750347
-3.32644	 0.000806412
-3.32311	 0.000561352
-3.31978	 0.000859938
-3.31645	 0.000699978
-3.31311	 0.000725992
-3.30978	 0.000846823
-3.30645	 0.000763452
-3.30311	 0.000716316
-3.29978	 0.000762648
-3.29645	 0.000692052
-3.29311	 0.000717598
-3.28978	 0.000610038
-3.28645	 0.000712698
-3.28311	 0.000694496
-3.27978	 0.000735474
-3.27645	 0.000799423
-3.27312	 0.000583007
-3.26978	 0.000825719
-3.26645	 0.000787153
-3.26312	 0.00070926
-3.25978	 0.000650492
-3.25645	 0.00083684
-3.25312	 0.000683509
-3.24978	 0.000825114
-3.24645	 0.000789383
-3.24312	 0.000641535
-3.23978	 0.000582696
-3.23645	 0.000645595
-3.23312	 0.000746908
-3.22978	 0.000800579
-3.22645	 0.00075886
-3.22312	 0.000727191
-3.21979	 0.000531577
-3.21645	 0.000751344
-3.21312	 0.000685189
-3.20979	 0.000528649
-3.20645	 0.000673037
-3.20312	 0.000479281
-3.19979	 0.00054223
-3.19645	 0.000625276
-3.19312	 0.000668816
-3.18979	 0.00060154
-3.18645	 0.000533478
-3.18312	 0.000555938
-3.17979	 0.000625995
-3.17645	 0.000609514
-3.17312	 0.000598886
-3.16979	 0.00081083
-3.16646	 0.000550405
-3.16312	 0.000585776
-3.15979	 0.000585486
-3.15646	 0.000522944
-3.15312	 0.00052204
-3.14979	 0.000616151
-3.14646	 0.000554926
-3.14312	 0.00061503
-3.13979	 0.000693092
-3.13646	 0.000436262
-3.13312	 0.000681465
-3.12979	 0.000673165
-3.12646	 0.000621744
-3.12313	 0.000634959
-3.11979	 0.000550192
-3.11646	 0.000557259
-3.11313	 0.000576424
-3.10979	 0.000547003
-3.10646	 0.00047668
-3.10313	 0.000618203
-3.09979	 0.000562213
-3.09646	 0.000697115
-3.09313	 0.000443945
-3.08979	 0.00049471
-3.08646	 0.000579307
-3.08313	 0.000586549
-3.07979	 0.000625495
-3.07646	 0.000663306
-3.07313	 0.000557615
-3.0698	 0.000568801
-3.06646	 0.000550743
-3.06313	 0.000501684
-3.0598	 0.00067572
-3.05646	 0.000669482
-3.05313	 0.000547643
-3.0498	 0.000650179
-3.04646	 0.000650096
-3.04313	 0.000628726
-3.0398	 0.00055269
-3.03646	 0.000649615
-3.03313	 0.000633281
-3.0298	 0.000730899
-3.02646	 0.000575063
-3.02313	 0.000576239
-3.0198	 0.000547466
-3.01647	 0.000697414
-3.01313	 0.000573787
-3.0098	 0.000519353
-3.00647	 0.000554838
-3.00313	 0.000467898
-2.9998	 0.000548223
-2.99647	 0.000619448
-2.99313	 0.000488583
-2.9898	 0.000518319
-2.98647	 0.000611916
-2.98313	 0.000581087
-2.9798	 0.000567635
-2.97647	 0.000486365
-2.97314	 0.000596019
-2.9698	 0.000528322
-2.96647	 0.00062285
-2.96314	 0.00053337
-2.9598	 0.00060192
-2.95647	 0.000676857
-2.95314	 0.000561245
-2.9498	 0.000525208
-2.94647	 0.000345252
-2.94314	 0.000608501
-2.9398	 0.000732307
-2.93647	 0.000638735
-2.93314	 0.000704427
-2.9298	 0.000634169
-2.92647	 0.000613693
-2.92314	 0.000598317
-2.91981	 0.000701562
-2.91647	 0.00054768
-2.91314	 0.000561705
-2.90981	 0.000766769
-2.90647	 0.000473141
-2.90314	 0.000495403
-2.89981	 0.000552325
-2.89647	 0.000625225
-2.89314	 0.000576392
-2.88981	 0.000609897
-2.88647	 0.000574169
-2.88314	 0.000531768
-2.87981	 0.000627394
-2.87647	 0.000617179
-2.87314	 0.000527284
-2.86981	 0.000515122
-2.86648	 0.000703214
-2.86314	 0.000715161
-2.85981	 0.000592012
-2.85648	 0.000617901
-2.85314	 0.000692997
-2.84981	 0.000531516
-2.84648	 0.000657822
-2.84314	 0.000736213
-2.83981	 0.000836847
-2.83648	 0.000810961
-2.83314	 0.000764344
-2.82981	 0.000658346
-2.82648	 0.000602293
-2.82315	 0.000596958
-2.81981	 0.000623503
-2.81648	 0.000566899
-2.81315	 0.000669524
-2.80981	 0.000608754
-2.80648	 0.000828594
-2.80315	 0.000950264
-2.79981	 0.000715958
-2.79648	 0.000571603
-2.79315	 0.000675916
-2.78981	 0.000658612
-2.78648	 0.000781737
-2.78315	 0.000784095
-2.77981	 0.000707033
-2.77648	 0.000768465
-2.77315	 0.000728212
-2.76982	 0.000728713
-2.76648	 0.000618904
-2.76315	 0.00103151
-2.75982	 0.000616941
-2.75648	 0.000869669
-2.75315	 0.000736799
-2.74982	 0.000757344
-2.74648	 0.000608115
-2.74315	 0.000807899
-2.73982	 0.000708931
-2.73648	 0.000828243
-2.73315	 0.000747803
-2.72982	 0.0006404
-2.72648	 0.000868816
-2.72315	 0.000641994
-2.71982	 0.000671701
-2.71649	 0.000778372
-2.71315	 0.000784066
-2.70982	 0.000776822
-2.70649	 0.0007854
-2.70315	 0.000847582
-2.69982	 0.000931766
-2.69649	 0.000970982
-2.69315	 0.000752035
-2.68982	 0.000977356
-2.68649	 0.000817968
-2.68315	 0.000750967
-2.67982	 0.000822956
-2.67649	 0.000649416
-2.67316	 0.00102951
-2.66982	 0.000833052
-2.66649	 0.000970244
-2.66316	 0.000801801
-2.65982	 0.00111689
-2.65649	 0.000954152
-2.65316	 0.000983037
-2.64982	 0.000860591
-2.64649	 0.00104912
-2.64316	 0.000901757
-2.63982	 0.00107408
-2.63649	 0.000958846
-2.63316	 0.00112433
-2.62982	 0.00102472
-2.62649	 0.00101796
-2.62316	 0.00113324
-2.61983	 0.00077603
-2.61649	 0.00150621
-2.61316	 0.000893421
-2.60983	 0.000783812
-2.60649	 0.00108592
-2.60316	 0.00107919
-2.59983	 0.000997879
-2.59649	 0.00171955
-2.59316	 0.00129301
-2.58983	 0.00142358
-2.58649	 0.00125129
-2.58316	 0.00132728
-2.57983	 0.0016208
-2.57649	 0.00118344
-2.57316	 0.0013139
-2.56983	 0.000999648
-2.5665	 0.00162874
-2.56316	 0.00137143
-2.55983	 0.00124527
-2.5565	 0.00138383
-2.55316	 0.00160763
-2.54983	 0.00171708
-2.5465	 0.00127344
-2.54316	 0.00138752
-2.53983	 0.00157422
-2.5365	 0.00163718
-2.53316	 0.00146829
-2.52983	 0.00108913
-2.5265	 0.00184738
-2.52317	 0.00192847
-2.51983	 0.00169004
-2.5165	 0.00213133
-2.51317	 0.00182447
-2.50983	 0.00149359
-2.5065	 0.00213677
-2.50317	 0.00156038
-2.49983	 0.00205605
-2.4965	 0.00190674
-2.49317	 0.00192417
-2.48983	 0.00227019
-2.4865	 0.00198209
-2.48317	 0.00218346
-2.47983	 0.00183482
-2.4765	 0.00181883
-2.47317	 0.00153731
-2.46984	 0.00205866
-2.4665	 0.00232087
-2.46317	 0.00211751
-2.45984	 0.00274151
-2.4565	 0.0020673
-2.45317	 0.00297142
-2.44984	 0.00214921
-2.4465	 0.00244044
-2.44317	 0.00301232
-2.43984	 0.00243919
-2.4365	 0.0027612
-2.43317	 0.00270061
-2.42984	 0.00283885
-2.4265	 0.00291453
-2.42317	 0.00227194
-2.41984	 0.00316352
-2.41651	 0.00267795
-2.41317	 0.00301033
-2.40984	 0.00270201
-2.40651	 0.00382441
-2.40317	 0.00397487
-2.39984	 0.00394581
-2.39651	 0.00437611
-2.39317	 0.00358005
-2.38984	 0.00423555
-2.38651	 0.00374693
-2.38317	 0.0028568
-2.37984	 0.00347371
-2.37651	 0.00372722
-2.37318	 0.00420462
-2.36984	 0.00506303
-2.36651	 0.00400853
-2.36318	 0.00406523
-2.35984	 0.00453736
-2.35651	 0.00385639
-2.35318	 0.00343712
-2.34984	 0.00393721
-2.34651	 0.00415446
-2.34318	 0.00268849
-2.33984	 0.00433676
-2.33651	 0.00273065
-2.33318	 0.00291158
-2.32984	 0.00267507
-2.32651	 0.00237924
-2.32318	 0.00229117
-2.31985	 0.00212676
-2.31651	 0.00269738
-2.31318	 0.0029189
-2.30985	 0.00229548
-2.30651	 0.00212241
-2.30318	 0.00224839
-2.29985	 0.00208396
-2.29651	 0.00216565
-2.29318	 0.0017374
-2.28985	 0.00200149
-2.28651	 0.00172394
-2.28318	 0.0015201
-2.27985	 0.00161505
-2.27651	 0.00153068
-2.27318	 0.00210381
-2.26985	 0.00128695
-2.26652	 0.00211188
-2.26318	 0.00146384
-2.25985	 0.00110128
-2.25652	 0.00204657
-2.25318	 0.00176018
-2.24985	 0.00158394
-2.24652	 0.0011398
-2.24318	 0.0010953
-2.23985	 0.00131865
-2.23652	 0.00103284
-2.23318	 0.00127601
-2.22985	 0.0010956
-2.22652	 0.00110481
-2.22319	 0.00132306
-2.21985	 0.00116163
-2.21652	 0.00116723
-2.21319	 0.000836153
-2.20985	 0.00106935
-2.20652	 0.00123632
-2.20319	 0.00131973
-2.19985	 0.00081414
-2.19652	 0.00124251
-2.19319	 0.00109339
-2.18985	 0.00110809
-2.18652	 0.000824687
-2.18319	 0.00086273
-2.17985	 0.000974503
-2.17652	 0.00114435
-2.17319	 0.00103163
-2.16986	 0.000820417
-2.16652	 0.00103797
-2.16319	 0.000855006
-2.15986	 0.000859814
-2.15652	 0.00111365
-2.15319	 0.00107044
-2.14986	 0.00101817
-2.14652	 0.000741346
-2.14319	 0.000987973
-2.13986	 0.00106596
-2.13652	 0.000699314
-2.13319	 0.00107065
-2.12986	 0.000856985
-2.12652	 0.000685287
-2.12319	 0.000741011
-2.11986	 0.000893672
-2.11653	 0.000871978
-2.11319	 0.000888125
-2.10986	 0.000926038
-2.10653	 0.000961151
-2.10319	 0.000714404
-2.09986	 0.000782581
-2.09653	 0.000847463
-2.09319	 0.000785088
-2.08986	 0.000609318
-2.08653	 0.00074605
-2.08319	 0.000790781
-2.07986	 0.000690409
-2.07653	 0.000724897
-2.0732	 0.000683224
-2.06986	 0.000850941
-2.06653	 0.000724988
-2.0632	 0.000743264
-2.05986	 0.000640277
-2.05653	 0.000710005
-2.0532	 0.0007012
-2.04986	 0.000652618
-2.04653	 0.000853865
-2.0432	 0.000781653
-2.03986	 0.000663962
-2.03653	 0.00072273
-2.0332	 0.000776581
-2.02986	 0.000679242
-2.02653	 0.000678309
-2.0232	 0.000698021
-2.01987	 0.000730447
-2.01653	 0.000705722
-2.0132	 0.000729992
-2.00987	 0.000536797
-2.00653	 0.000729782
-2.0032	 0.000772851
-1.99987	 0.000691535
-1.99653	 0.000561997
-1.9932	 0.000636103
-1.98987	 0.000540788
-1.98653	 0.000521833
-1.9832	 0.000672704
-1.97987	 0.000559795
-1.97653	 0.000694731
-1.9732	 0.000714187
-1.96987	 0.000680931
-1.96654	 0.00082146
-1.9632	 0.00067953
-1.95987	 0.000463244
-1.95654	 0.000665313
-1.9532	 0.000634286
-1.94987	 0.000602144
-1.94654	 0.000641184
-1.9432	 0.000669158
-1.93987	 0.000430497
-1.93654	 0.000552072
-1.9332	 0.00060864
-1.92987	 0.000776937
-1.92654	 0.000773926
-1.92321	 0.000847976
-1.91987	 0.000838833
-1.91654	 0.000549043
-1.91321	 0.000725223
-1.90987	 0.000588062
-1.90654	 0.000659985
-1.90321	 0.000617232
-1.89987	 0.000567676
-1.89654	 0.000613392
-1.89321	 0.000878084
-1.88987	 0.000516528
-1.88654	 0.000506261
-1.88321	 0.000627054
-1.87987	 0.000619948
-1.87654	 0.000680036
-1.87321	 0.000568887
-1.86988	 0.000647142
-1.86654	 0.000741538
-1.86321	 0.000635282
-1.85988	 0.00074668
-1.85654	 0.000533763
-1.85321	 0.000406092
-1.84988	 0.000612714
-1.84654	 0.000689001
-1.84321	 0.000674965
-1.83988	 0.000465392
-1.83654	 0.000578938
-1.83321	 0.000537796
-1.82988	 0.000611173
-1.82654	 0.000756267
-1.82321	 0.000661356
-1.81988	 0.000475469
-1.81655	 0.000521301
-1.81321	 0.000573843
-1.80988	 0.000566443
-1.80655	 0.000625217
-1.80321	 0.00080278
-1.79988	 0.000484541
-1.79655	 0.000712966
-1.79321	 0.000646175
-1.78988	 0.000544358
-1.78655	 0.000555509
