# Frequency [GHz] 	Fouriercomponent
-4.99967	 0.594929
-4.99633	 0.58306
-4.993	 0.680774
-4.98967	 0.62129
-4.98633	 0.51138
-4.983	 0.501948
-4.97967	 0.613616
-4.97633	 0.507591
-4.973	 0.564215
-4.96967	 0.569219
-4.96634	 0.603403
-4.963	 0.527494
-4.95967	 0.642495
-4.95634	 0.634957
-4.953	 0.593316
-4.94967	 0.499356
-4.94634	 0.598382
-4.943	 0.661187
-4.93967	 0.68978
-4.93634	 0.510363
-4.933	 0.597284
-4.92967	 0.494612
-4.92634	 0.670979
-4.92301	 0.629339
-4.91967	 0.47638
-4.91634	 0.53731
-4.91301	 0.482491
-4.90967	 0.584358
-4.90634	 0.536576
-4.90301	 0.589542
-4.89967	 0.543935
-4.89634	 0.516544
-4.89301	 0.637793
-4.88967	 0.560629
-4.88634	 0.499297
-4.88301	 0.481834
-4.87967	 0.593524
-4.87634	 0.649375
-4.87301	 0.503782
-4.86968	 0.478721
-4.86634	 0.621326
-4.86301	 0.42902
-4.85968	 0.508054
-4.85634	 0.465129
-4.85301	 0.507463
-4.84968	 0.602373
-4.84634	 0.481149
-4.84301	 0.612649
-4.83968	 0.527836
-4.83634	 0.578298
-4.83301	 0.432038
-4.82968	 0.501297
-4.82634	 0.49422
-4.82301	 0.478824
-4.81968	 0.550024
-4.81635	 0.516835
-4.81301	 0.644118
-4.80968	 0.688405
-4.80635	 0.650868
-4.80301	 0.611985
-4.79968	 0.443521
-4.79635	 0.605048
-4.79301	 0.673746
-4.78968	 0.487295
-4.78635	 0.625404
-4.78301	 0.494509
-4.77968	 0.461311
-4.77635	 0.637194
-4.77302	 0.548214
-4.76968	 0.702987
-4.76635	 0.627662
-4.76302	 0.549214
-4.75968	 0.560729
-4.75635	 0.420694
-4.75302	 0.618722
-4.74968	 0.613648
-4.74635	 0.609774
-4.74302	 0.522278
-4.73968	 0.684495
-4.73635	 0.640744
-4.73302	 0.417479
-4.72968	 0.515113
-4.72635	 0.499038
-4.72302	 0.672009
-4.71969	 0.566477
-4.71635	 0.604273
-4.71302	 0.602594
-4.70969	 0.618516
-4.70635	 0.553201
-4.70302	 0.450462
-4.69969	 0.561731
-4.69635	 0.578569
-4.69302	 0.565018
-4.68969	 0.507308
-4.68635	 0.473399
-4.68302	 0.605867
-4.67969	 0.50534
-4.67635	 0.601398
-4.67302	 0.484478
-4.66969	 0.599337
-4.66636	 0.473562
-4.66302	 0.589515
-4.65969	 0.567033
-4.65636	 0.478918
-4.65302	 0.507336
-4.64969	 0.501118
-4.64636	 0.587343
-4.64302	 0.503942
-4.63969	 0.616261
-4.63636	 0.563936
-4.63302	 0.57578
-4.62969	 0.465129
-4.62636	 0.629669
-4.62303	 0.660074
-4.61969	 0.567478
-4.61636	 0.518969
-4.61303	 0.513897
-4.60969	 0.598086
-4.60636	 0.534418
-4.60303	 0.56132
-4.59969	 0.442517
-4.59636	 0.640277
-4.59303	 0.625581
-4.58969	 0.499954
-4.58636	 0.578894
-4.58303	 0.550844
-4.57969	 0.675413
-4.57636	 0.693889
-4.57303	 0.596376
-4.5697	 0.639932
-4.56636	 0.506774
-4.56303	 0.703345
-4.5597	 0.570947
-4.55636	 0.587012
-4.55303	 0.568473
-4.5497	 0.675809
-4.54636	 0.452138
-4.54303	 0.59091
-4.5397	 0.522152
-4.53636	 0.593512
-4.53303	 0.471071
-4.5297	 0.742311
-4.52636	 0.54728
-4.52303	 0.560732
-4.5197	 0.673722
-4.51637	 0.543561
-4.51303	 0.609157
-4.5097	 0.549012
-4.50637	 0.466815
-4.50303	 0.58769
-4.4997	 0.65311
-4.49637	 0.552716
-4.49303	 0.545222
-4.4897	 0.586446
-4.48637	 0.617984
-4.48303	 0.457417
-4.4797	 0.835201
-4.47637	 0.570683
-4.47304	 0.547014
-4.4697	 0.579534
-4.46637	 0.661944
-4.46304	 0.614721
-4.4597	 0.692121
-4.45637	 0.608862
-4.45304	 0.506751
-4.4497	 0.651939
-4.44637	 0.57934
-4.44304	 0.61719
-4.4397	 0.583269
