#Time[ns], Ints [S.I]
0	3015793.25
1e-11	493026.694
2e-11	5314681.56
3e-11	2896018.59
4e-11	1790843.53
5e-11	1674484.37
6e-11	4480772.87
7e-11	5043503.55
8e-11	700998.347
9e-11	2444938.99
1e-10	1052550.91
1.1e-10	377242.966
1.2e-10	329320.936
1.3e-10	1417098.08
1.4e-10	79673.3724
1.5e-10	2360053.69
1.6e-10	1594347.24
1.7e-10	525243.858
1.8e-10	130604.339
1.9e-10	109068.235
2e-10	624029.619
2.1e-10	3331507.17
2.2e-10	7392969.59
2.3e-10	1222961
2.4e-10	602334.577
2.5e-10	1620696.09
2.6e-10	2164345.2
2.7e-10	1357249.94
2.8e-10	726687.159
2.9e-10	792622.755
3e-10	652332.895
3.1e-10	182845.623
3.2e-10	949755.284
3.3e-10	2312946.6
3.4e-10	4813880.08
3.5e-10	3406239.94
3.6e-10	1302357.19
3.7e-10	3787935.96
3.8e-10	623102.69
3.9e-10	681320.058
4e-10	300638.464
4.1e-10	65337.0775
4.2e-10	1224531.21
4.3e-10	5961379.57
4.4e-10	9426029.23
4.5e-10	4675328.96
4.6e-10	5049630.49
4.7e-10	10015447.5
4.8e-10	11357753.9
4.9e-10	29296034.6
5e-10	19813187.7
5.1e-10	48757196.2
5.2e-10	43408348.3
5.3e-10	53539015.2
5.4e-10	22922052.4
5.5e-10	19785798.7
5.6e-10	15996290
5.7e-10	19711192.4
5.8e-10	9182684.42
5.9e-10	11028764.9
6e-10	21040890.1
6.1e-10	10671975.9
6.2e-10	9052547.16
6.3e-10	7111372.38
6.4e-10	5213657.64
6.5e-10	8504175.18
6.6e-10	3929791.49
6.7e-10	10532275.5
6.8e-10	15456085.5
6.9e-10	4040322.98
7e-10	5182068.87
7.1e-10	5210451.09
7.2e-10	5387524.06
7.3e-10	1996330.41
7.4e-10	2495642.78
7.5e-10	4850652.36
7.6e-10	3836641.63
7.7e-10	13243678.8
7.8e-10	9458266.94
7.9e-10	1295677.05
8e-10	1766291.86
8.1e-10	3155273.26
8.2e-10	1439096.33
8.3e-10	1588728.46
8.4e-10	3979356.68
8.5e-10	5555774.37
8.6e-10	13363982.5
8.7e-10	8845124.56
8.8e-10	6537542.54
8.9e-10	3414867.15
9e-10	15321557.3
9.1e-10	11784142.1
9.2e-10	8940958.88
9.3e-10	4354469.54
9.4e-10	13385080.9
9.5e-10	19388328.7
9.6e-10	1553276.38
9.7e-10	152471.952
9.8e-10	2023235.51
9.9e-10	3527393.23
1e-09	5498829.84
1.01e-09	2094320.8
1.02e-09	5697747.84
1.03e-09	2776190.88
1.04e-09	895117.376
1.05e-09	290387.393
1.06e-09	2259627.84
1.07e-09	2529607.63
1.08e-09	3376653.27
1.09e-09	1110003
1.1e-09	1254525.86
1.11e-09	7800319.61
1.12e-09	8834736.33
1.13e-09	7896706.93
1.14e-09	8002541.71
1.15e-09	11498868.8
1.16e-09	23865186
1.17e-09	13117078.3
1.18e-09	14477380.7
1.19e-09	18406696.2
1.2e-09	11055968.2
1.21e-09	4513082.74
1.22e-09	7448727.13
1.23e-09	1953148.92
1.24e-09	1024549.73
1.25e-09	628922.623
1.26e-09	6672043.54
1.27e-09	1102804.86
1.28e-09	3304175.17
1.29e-09	308286.235
1.3e-09	1601821.99
1.31e-09	6442867.61
1.32e-09	7910544.29
1.33e-09	11382173.4
1.34e-09	8114434.42
1.35e-09	7023975.87
1.36e-09	752879.768
1.37e-09	2209332.85
1.38e-09	3224785.43
1.39e-09	1371811.58
1.4e-09	2045972.36
1.41e-09	6773896.11
1.42e-09	6805119.63
1.43e-09	5801014.23
1.44e-09	3931420.73
1.45e-09	461300.678
1.46e-09	1491765.15
1.47e-09	1648669.02
1.48e-09	3414264.64
1.49e-09	3725869.97
1.5e-09	1742406.34
1.51e-09	513047.792
1.52e-09	3360662.22
1.53e-09	3976513.26
1.54e-09	4506991.54
1.55e-09	1161482.49
1.56e-09	3095404.74
1.57e-09	8668320.17
1.58e-09	10803340.8
1.59e-09	9257875.54
1.6e-09	18706547.5
1.61e-09	14980079.5
1.62e-09	4615596.28
1.63e-09	7434388.6
1.64e-09	4247427.65
1.65e-09	4798895.65
1.66e-09	15069106.4
1.67e-09	4659611.94
1.68e-09	2830616.53
1.69e-09	918255.919
1.7e-09	312099.983
1.71e-09	1562993.84
1.72e-09	3590393.83
1.73e-09	1539558.05
1.74e-09	379393.471
1.75e-09	4194583.85
1.76e-09	8557053.32
1.77e-09	8279274.62
1.78e-09	5463556.37
1.79e-09	11002839.3
1.8e-09	1942523.6
1.81e-09	5291629.78
1.82e-09	3661592.84
1.83e-09	658513.691
1.84e-09	3291781.33
1.85e-09	2607624.77
1.86e-09	120168.697
1.87e-09	475658.035
1.88e-09	5049799.3
1.89e-09	7157276.5
1.9e-09	6663357.28
1.91e-09	2268088.81
1.92e-09	5345309.83
1.93e-09	13717622.8
1.94e-09	8525328.04
1.95e-09	21443093.2
1.96e-09	13355129.2
1.97e-09	9836021.09
1.98e-09	1513033.3
1.99e-09	165216.372
2e-09	5159368.74
2.01e-09	9191371.11
2.02e-09	13082576.8
2.03e-09	4102012.55
2.04e-09	2166896.05
2.05e-09	6944970.51
2.06e-09	11438054.5
2.07e-09	8952777.59
2.08e-09	9031468.03
2.09e-09	23183102.4
2.1e-09	19507196
2.11e-09	31507615.3
2.12e-09	21023706.6
2.13e-09	14249942.6
2.14e-09	7744285.21
2.15e-09	24627058.4
2.16e-09	18445381.5
2.17e-09	15742582.7
2.18e-09	4338431.36
2.19e-09	6195305.72
2.2e-09	3521506.45
2.21e-09	6967216.37
2.22e-09	8929181.32
2.23e-09	5868442.36
2.24e-09	2433783.35
2.25e-09	11796445.1
2.26e-09	10251345.2
2.27e-09	11496647.4
2.28e-09	6201203.5
2.29e-09	4646102.7
2.3e-09	8498944.01
2.31e-09	8422867.19
2.32e-09	17614645.8
2.33e-09	7338500.95
2.34e-09	10010325
2.35e-09	5084444.14
2.36e-09	702499.781
2.37e-09	3194692.66
2.38e-09	780404.038
2.39e-09	115120.449
2.4e-09	1312816.43
2.41e-09	1931831.9
2.42e-09	1199687.25
2.43e-09	968912.381
2.44e-09	5552844.46
2.45e-09	5116852.31
2.46e-09	5133572.05
2.47e-09	752446.084
2.48e-09	6139782.87
2.49e-09	2857065.68
2.5e-09	2208788.53
2.51e-09	9500773.85
2.52e-09	4156717.75
