#Time[ns], Intw [S.I]
0	3.20745052e+09
1e-11	2.90791026e+09
2e-11	3.0358234e+09
3e-11	3.17384866e+09
4e-11	3.35334785e+09
5e-11	3.45954663e+09
6e-11	3.34594691e+09
7e-11	3.23430832e+09
8e-11	3.19231561e+09
9e-11	3.13460036e+09
1e-10	3.21932682e+09
1.1e-10	3.13403809e+09
1.2e-10	3.13755094e+09
1.3e-10	3.2833031e+09
1.4e-10	3.2150948e+09
1.5e-10	3.1828446e+09
1.6e-10	3.39228732e+09
1.7e-10	3.3834668e+09
1.8e-10	3.17766296e+09
1.9e-10	3.31810525e+09
2e-10	3.33734546e+09
2.1e-10	3.16362914e+09
2.2e-10	3.1873775e+09
2.3e-10	3.28408558e+09
2.4e-10	3.15711946e+09
2.5e-10	3.07204683e+09
2.6e-10	3.15673996e+09
2.7e-10	3.20938573e+09
2.8e-10	3.24434789e+09
2.9e-10	3.19368921e+09
3e-10	3.22771493e+09
3.1e-10	3.09371408e+09
3.2e-10	3.28421215e+09
3.3e-10	3.34889428e+09
3.4e-10	3.37814608e+09
3.5e-10	3.30812333e+09
3.6e-10	3.02420522e+09
3.7e-10	3.17676017e+09
3.8e-10	3.14894398e+09
3.9e-10	3.14653872e+09
4e-10	3.28731334e+09
4.1e-10	3.17699821e+09
4.2e-10	3.06556058e+09
4.3e-10	3.0941509e+09
4.4e-10	3.05315761e+09
4.5e-10	2.96687457e+09
4.6e-10	3.05269328e+09
4.7e-10	3.13038938e+09
4.8e-10	3.1418149e+09
4.9e-10	3.13849471e+09
5e-10	3.05021339e+09
5.1e-10	2.98012454e+09
5.2e-10	3.33225574e+09
5.3e-10	3.34106798e+09
5.4e-10	3.23410732e+09
5.5e-10	3.21548516e+09
5.6e-10	3.21321761e+09
5.7e-10	3.29531478e+09
5.8e-10	3.29029877e+09
5.9e-10	3.29447496e+09
6e-10	3.38085546e+09
6.1e-10	3.54818026e+09
6.2e-10	3.28023318e+09
6.3e-10	3.13329138e+09
6.4e-10	3.08007715e+09
6.5e-10	3.2022795e+09
6.6e-10	3.1304258e+09
6.7e-10	3.0520096e+09
6.8e-10	3.10242825e+09
6.9e-10	3.2220444e+09
7e-10	3.35639967e+09
7.1e-10	3.38156815e+09
7.2e-10	3.47758394e+09
7.3e-10	3.2510272e+09
7.4e-10	3.0864418e+09
7.5e-10	2.926426e+09
7.6e-10	3.20616064e+09
7.7e-10	3.19947302e+09
7.8e-10	3.27198515e+09
7.9e-10	3.34048241e+09
8e-10	3.33633337e+09
8.1e-10	3.18588308e+09
8.2e-10	3.11743562e+09
8.3e-10	3.02325005e+09
8.4e-10	2.96002946e+09
8.5e-10	3.01939992e+09
8.6e-10	3.1170822e+09
8.7e-10	3.21367409e+09
8.8e-10	3.4950918e+09
8.9e-10	3.65040904e+09
9e-10	3.30034382e+09
9.1e-10	3.25238947e+09
9.2e-10	3.10727562e+09
9.3e-10	2.9272361e+09
9.4e-10	2.98434466e+09
9.5e-10	2.89337139e+09
9.6e-10	3.10719567e+09
9.7e-10	3.20019301e+09
9.8e-10	3.14315636e+09
9.9e-10	3.08137911e+09
1e-09	3.15868762e+09
1.01e-09	3.00152075e+09
1.02e-09	3.20536661e+09
1.03e-09	3.1123387e+09
1.04e-09	3.21196081e+09
1.05e-09	3.28228858e+09
1.06e-09	3.25477861e+09
1.07e-09	3.16193862e+09
1.08e-09	3.04653627e+09
1.09e-09	3.07679398e+09
1.1e-09	3.15028833e+09
1.11e-09	3.32300866e+09
1.12e-09	3.42932373e+09
1.13e-09	3.46897269e+09
1.14e-09	3.43199169e+09
1.15e-09	3.15317679e+09
1.16e-09	3.02234062e+09
1.17e-09	2.90892981e+09
1.18e-09	2.8352628e+09
1.19e-09	2.87088125e+09
1.2e-09	2.92580272e+09
1.21e-09	3.22551988e+09
1.22e-09	3.03741962e+09
1.23e-09	3.28333093e+09
1.24e-09	3.143866e+09
1.25e-09	3.09977969e+09
1.26e-09	3.18710293e+09
1.27e-09	3.24345494e+09
1.28e-09	3.38233096e+09
1.29e-09	3.31151218e+09
1.3e-09	3.16922532e+09
1.31e-09	3.05782121e+09
1.32e-09	3.1748193e+09
1.33e-09	3.23527322e+09
1.34e-09	3.17885193e+09
1.35e-09	3.1301705e+09
1.36e-09	3.36880491e+09
1.37e-09	3.2225144e+09
1.38e-09	3.26421352e+09
1.39e-09	3.17811658e+09
